@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-5,7-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute vote_en numeric

@data
13.4,1,Drama,27878
7.2,1,Adventure,24385
7,1,Horror,23639
8.8,1,Drama,10313
21.6,8,Fantasy,128934
5.75,30,Drama,75498
2,1,Drama,5644
3.4,1,Adventure,70307
10.4,1,Adventure,7922
8.2,1,Comedy,19668
7,3,Adventure,35928
4.6,20,Drama,20143
7.75,1,Horror,10784
2.8,20,Horror,38613
16.4,10,Drama,10554
6.8,8,Action,24505
8.8,1,Action,45936
8.6,1,Adventure,42127
10.4,1,Fantasy,100774
30,20,Adventure,556636
24,3,Drama,143019
9.4,20,Adventure,113505
9.4,20,Comedy,53013
14.6,3,Drama,34775
3.25,20,Animation,183215
12.2,1,Drama,58973
10.2,1,Drama,116845
10.2,1,Drama,29032
14.2,1,Fantasy,20107
16,3,Comedy,31645
24,8,'Science Fiction',85772
18,10,Thriller,43628
6.2,20,Comedy,38622
5.2,3,Comedy,41527
13.2,1,Drama,61676
24.2,8,Adventure,85935
2.8,3,Horror,31644
2.8,3,Drama,52976
9.2,1,Horror,28923
12.2,1,Drama,11195
10.5,1,Adventure,26502
10.6,1,Action,15990
6.6,1,Documentary,7591
3.2,1,Drama,20870
22.2,1,Drama,137682
16.6,1,Comedy,33281
20,1,Drama,15539
16,1,Adventure,23384
19,1,Action,267865
12.4,3,Drama,10523
20,11.5,Adventure,523858
21.6,1,Adventure,147053
20,3,Animation,586612
32,20,Adventure,570775
12.2,30,Adventure,125123
18.6,1,Drama,38588
6.6,20,Animation,95471
24.4,1,Adventure,32121
18,20,Drama,144651
14.2,20,Comedy,283963
22,1,Fantasy,75445
18.4,1,Adventure,72190
8.2,1,Horror,33635
18.4,1,Drama,30448
3.6,1,Fantasy,15302
10.25,3,Fantasy,54591
12.4,5,Horror,23572
5.5,1,Drama,27706
10.6,5,Comedy,66499
18.4,1,Drama,126444
10.5,19,Action,39395
1,1,Horror,27260
4.8,5.5,Animation,31421
22,1,Drama,171297
7.6,3,Drama,17535
1,1,Comedy,32458
16,20,Adventure,45056
8.8,1,Fantasy,21911
1.25,1,Fantasy,8542
12.4,1,Drama,18500
6.8,20,Drama,9988
5.2,1,Action,3285
9,20,Comedy,52923
2.8,1,Horror,23079
4.4,1,Horror,24614
3.6,1,Horror,20632
11.8,1,Drama,25773
14.2,8,Horror,82487
14.6,1,Adventure,41650
11,5,Horror,13875
10.2,1,Horror,56335
20.2,1,Drama,84987
25.6,1,Comedy,113098
28,1,Comedy,70392
22.2,20,Adventure,149778
30,40,Drama,196224
24,1,Drama,15329
16.6,1,Drama,76678
12.4,1,Drama,54264
7,1,Adventure,34483
16.2,1,Adventure,38176
11.8,1,Comedy,49272
8.4,20,Drama,47033
10.4,20,Adventure,36059
8,5,Fantasy,102636
1.4,8,Horror,92756
6,20,Drama,13125
15.25,1,Adventure,54787
15,8,Drama,21896
2.4,1,Adventure,6014
1.8,20,Adventure,14137
3.2,1,Animation,92377
16,1,Comedy,17721
6.2,1,Horror,17685
4.6,1,Action,26858
7.6,8,Horror,12449
5,1,Horror,16034
13.25,1,Drama,54484
14.2,1,Drama,30869
5,3,Drama,18033
12.4,1,Action,24946
7.2,1,Drama,9616
5,1,Comedy,8427
17.8,1,Action,20465
10.4,1,Drama,86701
8.6,3,Fantasy,22834
4.8,4.5,Adventure,18409
10.2,10.5,Horror,15090
18.2,20,Drama,10490
17.6,20,Adventure,136758
10.4,20,Drama,25448
6.6,1,Drama,17696
11,1,Drama,59184
16.2,1,Drama,79770
7.75,1,Comedy,61738
14.2,5,Drama,44251
12.2,1,Comedy,31384
1.2,20,Drama,21254
5.2,1,Comedy,12896
6,1,Comedy,47003
10.6,1,Drama,13735
7.6,30,Drama,22951
13.8,1,Drama,12736
20.8,3,Drama,12477
8.8,1,Comedy,20674
13.4,1,Drama,16489
12.4,3,Drama,56958
24,1,Action,75406
21.6,3,Drama,17868
7.75,1,Fantasy,6148
14.2,30,Drama,38263
5.75,1,Fantasy,36615
8,1,Comedy,20488
9.8,1,Fantasy,65603
12.5,20,Comedy,30205
10.6,1,Comedy,28940
5,1,Adventure,4006
18.2,1,Drama,17413
1,1,Drama,14610
20.4,1,Drama,28423
10.8,1,Comedy,40191
8.8,1,Comedy,29389
10,1,Drama,34560
18.2,20,Action,35348
15.8,1,Drama,39333
20.2,8,Adventure,38874
11.8,3,Comedy,27880
28,20,Action,173726
1.8,3,Fantasy,6482
14.4,1,Adventure,29127
4.25,1,Horror,29074
20,3,Comedy,28095
17,20,Drama,18178
17.2,1,Drama,30751
4.2,5,Adventure,37394
7.2,8,Horror,8541
12.4,30,Drama,27339
12.4,3,Adventure,63547
9,30,Drama,23864
9.6667,1,Drama,33179
11,1,Fantasy,23799
1,3,Thriller,27305
9.2,1,Thriller,47215
2.75,20,Comedy,2589
24.6,8,Comedy,83974
24,10,Drama,42096
15.6,17.5,Animation,157173
28,20,Adventure,501755
15.6,1,Fantasy,65569
10.4,1,Adventure,129877
12.6,1,Drama,12500
15.6,20,Drama,18568
8.6,10,Drama,71332
7.4,1,Adventure,38301
13.2,1,Adventure,51772
6.2,1,'Science Fiction',22635
26,1,Adventure,22456
11.4,1,Animation,110919
6.6,1,Fantasy,16442
9,1,Action,27128
1,3,Documentary,12966
13,1,Adventure,17108
13.2,20,Drama,9966
8.6,8,Adventure,9141
30,1.6667,Animation,139421
1.4,1,Comedy,15147
15,1,Drama,86122
16.25,3,Drama,16349
24.2,3,Thriller,18952
21.6,1,Drama,28057
10.6,1,Animation,41009
12.2,1,Drama,14200
6.6,1,Horror,17871
12.2,1,Horror,28244
8,1,Horror,65748
12.4,3,Adventure,48228
11,3,Comedy,33151
22.2,10,Drama,39570
16,5,Action,109267
14.6,1,Comedy,177550
17.8,1,Drama,45252
4.8,30,Fantasy,6667
9.8,1,Adventure,56495
11,20,Drama,23428
7,3,Drama,14562
13.5,3,Action,7535
6.5,3,Action,5298
9,20,Action,20890
14.8,1,Drama,36268
14.6,5,Comedy,262887
15.8,1,Drama,13670
12.6,1,Drama,16748
15.8,8,Drama,37277
4.8,1,Drama,52925
11,30,Comedy,79985
15.2,1,Drama,168748
1.8,8,Adventure,5828
5,1,Comedy,15778
12.2,3,Drama,99989
13.8,15.5,Action,45677
8.6,1,Action,33866
7.8,30,Action,32909
6.8,1,Drama,19817
16,1,Drama,22636
8.6,20,Action,11574
7.2,1,Fantasy,35289
14.4,10,Action,163137
13.2,1,Comedy,125224
4.2,1,Horror,58284
8.8,1,Horror,96715
9.4,5,Adventure,82245
9.8,1,Drama,13903
20,10,Drama,124106
4.8,1,Adventure,186931
12.6,30,Drama,40755
1,1,Horror,30752
14.2,3,Drama,23030
12.2,1,Comedy,30963
2.8,1,Action,82091
7,20,Drama,20077
7.6,20,Animation,776841
9.8,1,Drama,57678
18.2,20,Drama,42306
14.6,1,Drama,8258
9.2,3,Adventure,5470
8.8,10,Drama,21956
1.4,1,Adventure,95432
10,1,Action,15056
2.8,3,Drama,19844
14.2,1,Drama,62502
9.6,1,Comedy,52146
6.8,3,Drama,13498
20,1,Drama,37902
12.8,20,Animation,26042
15,1,Action,24393
20.2,20,Fantasy,159439
14.6,20,Action,34339
1.2,8,Horror,13508
11,1,Adventure,30722
10.6,30,Adventure,20898
6.8,1,Drama,7125
8.4,1,Adventure,24354
20,1,Drama,48376
18.2,20,History,17447
11.4,1,Drama,92401
14.2,1,Drama,12016
8.6,30,Drama,53103
8.2,1,Adventure,16768
11.4,1,Fantasy,33837
8.8,1,Comedy,38807
2.8,1,Comedy,39420
10.2,1,Comedy,57045
10.8,1,Adventure,38739
17.6,20,Adventure,347786
4,2,Drama,23630
4.8,1,Drama,14822
5.2,1,Action,19821
7,20,Drama,111470
12.6,3,Drama,97685
9,20,Horror,52089
5.2,20,Horror,70767
8.8,20,Comedy,39195
22,3,Drama,51905
5,1,Action,9847
13.25,1,Adventure,42196
6.8,40,Drama,11823
14.2,1,Fantasy,35482
7,1,Fantasy,37116
3.4,30,Horror,7941
14.2,30,Fantasy,95496
14.4,30,Drama,42680
10.4,20,Fantasy,38576
22,10,Drama,25032
18.2,1,Drama,36544
12.4,1,Adventure,16647
22,1,Drama,18112
2.8,1,Drama,7540
4.2,1,Adventure,78435
16.4,1,Drama,55414
12.4,1,Adventure,10385
10,1,Comedy,20349
16,1,Drama,35178
11.75,1,Adventure,16816
22.2,5,Drama,46133
10.4,1,Action,28434
14.2,10,Comedy,34276
10.6,1,Action,9991
1,3,Action,11792
1.6,1,Fantasy,107239
1.8,20,Drama,6437
8.6,1,Drama,27938
5.6,1,Animation,98218
8.6,1,Comedy,35882
5,3,Horror,15264
10.4,1,Horror,14160
1.8,1,Adventure,40213
20.6,5,Thriller,43864
13.4,20,Adventure,37725
9.2,1,Action,28059
1,1,Horror,42437
16,1,Drama,10676
10.4,3,Drama,15259
2,3,Drama,19372
14.4,1,Thriller,19201
14.4,1,Documentary,13138
7,1,Adventure,67462
14.6,1,Drama,126685
10.8,5,Drama,25228
10.4,1,Adventure,43296
12.25,1,Animation,23625
4.6,1,Horror,17782
8.8,1,Horror,45909
2,1,Adventure,18757
15,1,Animation,47959
10,3,Horror,22271
1,5.5,Adventure,9785
15.8,1,Comedy,48114
10.2,1,Adventure,39251
10.8,1,Drama,58808
12,1,Adventure,118718
12.6,3,Comedy,65197
9.8,1,Action,63015
12,1,Adventure,15470
13.2,1,Comedy,114730
18.6,1,Drama,98483
5.8,3,Adventure,34188
16,1,Drama,79108
6.8,10,Drama,56868
24,1,Drama,12996
11.2,1,Drama,71011
7,1,Horror,20160
12,1,Comedy,110162
6.8,1,Drama,34938
10.8,8,Drama,71114
18,1,Adventure,35619
8.8,20,Horror,29555
8.6,20,Comedy,33594
4.8,3,Comedy,109994
5.6,3,Horror,25913
10.4,1,Drama,20260
17.6,5,Drama,421355
8.8,1,Drama,28027
1,3,Drama,25595
11.6,20,Action,34498
13,1,Adventure,42526
16,30,Drama,41993
13,1,Drama,22941
1.8,5,Horror,32881
16,5,Drama,13860
6.4,20,Comedy,29722
12.2,8,Drama,17650
11.2,1,Comedy,21196
14,1,Comedy,21295
6.4,1,Drama,23633
1.4,20,Comedy,102885
11.8,10,Action,40572
18.6,5,Drama,67913
8,1,Adventure,12210
16.4,20,Drama,46461
10.6,5,Thriller,31015
15.25,1,Action,49325
20,1,Drama,23440
13.8,1,Drama,30857
12.8,1,Drama,58111
26.4,1,Horror,72664
12.2,1,Drama,27740
4.2,1,Drama,70824
14.4,1,Adventure,22676
7,1,Drama,10994
16,8,Drama,49895
3,1,Drama,19975
15,20,Drama,57946
12.5,1,Comedy,24223
3,1,Horror,20219
16.2,1,Action,15699
3.2,1,Adventure,29248
23.6,3,Action,19490
9.2,3,Drama,5797
12.2,5,Adventure,75807
3.4,3,Adventure,33755
4.6,1,Drama,30138
3.2,1,Drama,29565
3,1.6667,Adventure,26244
10.2,3,Drama,27144
26,8,Drama,49237
14.6,8,Drama,58841
14.8,1,Comedy,84999
5.4,1,Adventure,26682
8.6,1,Drama,21547
13.25,1,Comedy,38971
8.8,1,Drama,33404
1.25,1,Horror,26534
1.2,1,Adventure,28382
18,3,Adventure,103012
4.8,1,Drama,80250
10.4,1,Horror,21851
20.2,1,Drama,46603
3.25,20,Adventure,11474
10.2,1,Adventure,35564
2.4,3,Drama,165873
2.4,5,Horror,24600
4.8,10,Comedy,26491
6.6,1,Action,4794
5.6,1,Fantasy,113639
15.4,30,Adventure,55574
7.4,1,Adventure,19508
6.2,1,Adventure,23453
2.8,1,Drama,11134
7.6,1,Comedy,66875
5.6,3,Drama,30089
20,3,Horror,39414
18,20,Adventure,216926
12,1,Drama,31213
28,1,Thriller,27955
16.6,20,Adventure,49970
22,1,Adventure,33019
4.2,1,Horror,54550
13,1,Adventure,160924
16.4,1,Fantasy,53751
2.8,1,Horror,32688
6.6,1,Drama,12700
11.2,3,Comedy,27173
15.2,1,Drama,75379
7.2,1,Drama,18158
3,20,Drama,24174
14,10,Drama,12759
5.75,20,Comedy,29143
14.4,20,Drama,14660
4.2,1,Horror,10342
17,1,Drama,31430
1,1,Documentary,28153
1.4,1,Adventure,46136
24.2,5,Drama,245137
26,5,Drama,240316
14,20,Drama,54634
22,30,Drama,855548
4.8,1,Drama,16088
14.4,1,Drama,57599
22,1,Drama,79442
13.8,5,Horror,47515
8.8,20,Drama,17562
14.6,5,Drama,8213
12.4,1,Horror,7731
3.25,1,Horror,47561
12.4,30,Fantasy,23337
5.8,1,Drama,71034
8,1,Comedy,26342
4.2,1,Horror,31672
22.2,1,Adventure,55911
1.75,1,Animation,92412
4.4,1,Horror,24598
10.2,1,Adventure,109774
12.8,3,Comedy,14463
16,1,Adventure,13104
22.2,20,Action,105447
13.2,1,Adventure,32180
15.2,1,Horror,46698
8,1,Horror,5771
4.8,20,Comedy,65214
10.2,10,Action,15238
12.6,1,Drama,43314
18,8,Drama,35994
8.6,1,Fantasy,70690
12.2,1,Adventure,25901
16.6,20,Drama,73583
10.6,1,Adventure,35205
10.8,20,Action,62849
26.2,1,Adventure,46641
8.4,1,Adventure,45630
16,1,Comedy,35392
5.6,2,Documentary,18653
5,1,Drama,35685
8.5,1,Fantasy,15703
8.6,2,Drama,37382
24,30,Thriller,137961
6.8,1,Horror,28397
14.2,20,Comedy,33150
4.8,1,Drama,28997
18,1,Adventure,38161
16.2,3,Comedy,92042
6.8,1,Comedy,42669
17.2,5,Horror,52756
7.4,1,Comedy,30266
22.4,1,Thriller,21899
20.2,1,Adventure,64994
20.2,10,Horror,97405
6.2,10,Thriller,25100
10.8,5,Drama,27322
8.5,1,Horror,40986
6.8,3,Drama,16534
22,8,Comedy,30938
7.3333,20,Adventure,76245
21,30,Drama,27715
4.8,30,Adventure,6457
6.6,1,Adventure,18196
1,10.5,Drama,9825
1.5,10.5,Drama,15056
4.2,1,Fantasy,28333
14.2,20,Mystery,22447
5,10,Horror,18232
4.2,3,Horror,21862
10.25,3,Horror,6733
18.2,20,Drama,25992
4.5,10,Documentary,10612
20.2,1,Action,33450
7.8,30,Action,26304
8.2,1,Comedy,58883
14.4,3,Comedy,22005
10.6,5,Drama,17640
4,1,Action,8220
5.2,5,Adventure,48629
4.8,3,Comedy,61560
16.4,1,Comedy,87343
4.6,5,Adventure,7767
8.25,20,Drama,13735
16.2,1,Drama,16243
5.4,1,Fantasy,25341
18.2,2,Comedy,66020
12.6,11.5,Animation,127002
3.6,1,Comedy,26140
1.6667,20,Horror,64518
2.6,1,Fantasy,24773
12.4,20,Adventure,80114
12.6,1,Drama,29156
6.6,1,Comedy,14478
20,10,Drama,31768
6.8,20,Comedy,34848
12.2,20,Drama,45233
6,20,Comedy,33770
18.2,5,Comedy,42286
15.25,5,Action,26948
3,1,Adventure,12358
11,1,Adventure,3524
8.2,1,Adventure,13189
3,1,Adventure,30917
6.8,1,Western,14233
9.4,1,Comedy,34143
12.2,5,Fantasy,17214
10.4,1,Horror,18954
14,1,Adventure,36796
5.6,1,Drama,29523
12.2,3,Comedy,22133
8,20,Drama,31348
6,10,Fantasy,40422
20,8,Fantasy,27397
1,3,Drama,9131
5.8,20,Horror,64510
6.6,1,Horror,7491
3,5,Adventure,6208
20.2,1,Drama,92642
17.2,8,Fantasy,61005
28,1,Adventure,90180
5,1,Drama,10575
14.4,1,Comedy,51077
7.3333,20,Comedy,32911
26,1,Comedy,153474
18.6,1,Drama,17880
1,1,Animation,16220
17.6,1,Comedy,191494
7,1,Adventure,23899
18,1,Comedy,35003
5.4,20,Fantasy,44135
12,3,Drama,30292
2.75,20,Drama,83362
8.25,1,Adventure,31117
18,1,Comedy,26927
20.25,3,Drama,54499
8.4,8,Horror,18523
2.4,1,Adventure,33153
9.6,1,Drama,22964
1,3,Drama,12413
32,20,Action,174011
12.4,1,Adventure,55196
18,1,Drama,19965
16.2,1,Comedy,79743
12.2,1,Horror,51385
16,1,Adventure,51419
19,5,Adventure,56719
17,8,Horror,81300
1,3,Comedy,1552
9,1,Adventure,137872
8.6,1,Action,62108
16.2,1,Action,20986
10.4,20,Western,56349
15,20,Drama,66748
12.2,20,Drama,24036
5.6,1,Fantasy,29199
6.6,10,Drama,10375
6.8,1,Drama,7177
8.8,1,Drama,12240
13.6667,1,Drama,5134
8.8,30,Action,60491
20.2,5,Adventure,169627
24.4,30,Comedy,79507
24,1,Drama,248235
20,1,Adventure,35721
6.8,1,Horror,45778
4.8,3,Drama,102704
14.8,1,Animation,9236
9,1,Drama,42984
16.2,1,Comedy,52794
1.6,1,Drama,34848
20.2,1,Action,81187
8.6,1,Horror,18296
24,1,Comedy,47840
10,30,Fantasy,63764
1.4,1,Drama,16635
12.2,8,Drama,22534
26,1,Comedy,53390
3.6,1,Comedy,26837
10.5,1,Comedy,10901
28,30,Drama,59348
1.4,1,Drama,14524
16.2,30,Drama,61912
7,1,Animation,62472
8.2,1,Adventure,26875
10,1,Comedy,20469
9.6,1,Comedy,57471
9.2,1,Action,13321
13.6,1,Adventure,28410
16.2,5,Horror,39940
14,1,Adventure,13597
14.2,1,Fantasy,78011
12.2,1,Adventure,10003
5,3,Drama,36617
16.4,1,Adventure,22897
18.6,1,Comedy,14375
5.6,1,Action,10497
14.8,1,Drama,8999
10.6,1,Comedy,28028
20,8,Action,9661
8,20,Drama,35704
22,1,Adventure,46879
8.6,1,Action,21422
7.8,1,Comedy,30102
19,30,Drama,61154
15.8,1,Adventure,5011
2,1,Adventure,30644
3,1,Animation,90391
16.8,5,Action,24613
22,3,Drama,45434
14.4,20,Action,21957
3.6,1,Comedy,23136
15.25,30,Comedy,28109
4.8,7.3333,Adventure,15045
13,1,Western,18291
9.6,1,Action,54352
4.2,20,Drama,10942
14.6,5,Drama,53493
11.6,1,Horror,41663
14.2,30,Adventure,18265
2.6,3,Adventure,5263
8.8,3,Action,12307
1.2,8,Drama,22562
6.6,1,Fantasy,10985
16.2,3,Action,37532
5.4,1,Drama,19415
14.6,1,Adventure,44839
28,10,Adventure,65661
18,1,Adventure,101053
11.2,20,Adventure,154771
8.6,1,Drama,47061
14.4,20,Horror,54469
26,20,Drama,48731
15.8,20,Adventure,48597
10.4,5,Comedy,86266
27.6,1,Drama,93349
4.2,1,Fantasy,45668
10.4,1,Fantasy,25315
1.2,1,Drama,14235
10.2,3,Action,24204
13,1,Comedy,59684
1.8,1,Adventure,102288
6.6,1,Action,58420
17.6,3,Drama,58106
6,1,Thriller,46756
12.2,1,Drama,103888
15.25,1,Thriller,41886
2.8,1,Music,63037
22,8,Adventure,72166
4.8,20,Fantasy,41083
1,1,Drama,17341
4.8,1,Drama,16727
17,20,Drama,182301
5.2,3,Comedy,34572
19,1,Comedy,21931
26.6,1,Drama,41965
22,20,Comedy,223053
23.6,1,Adventure,39034
11.2,1,Comedy,46606
9,3,Animation,29922
9.6,5,Fantasy,38484
5,1,Drama,31128
2.4,1,Adventure,65097
11.8,1,Comedy,20194
18,30,Drama,64125
18.2,1,Drama,31542
10.8,1,Comedy,22231
4.8,5,Comedy,104705
27.6,30,Adventure,324884
8.8,1,Drama,19297
6.8,10,Horror,18063
16.8,3,Fantasy,87196
22,30,Drama,37225
24.4,3,Drama,352013
12.6,8,Drama,259533
14.8,1,Comedy,44532
16.2,1,Drama,23040
9.8,1,Adventure,44911
11.8,8,Comedy,77892
20,1,Fantasy,13603
18.4,20,Drama,51433
14.2,1,Drama,78544
16.2,4.8,Adventure,22912
11.6,1,Fantasy,16944
8.4,20,Horror,13539
13.6,3,Drama,18957
22.2,1,Adventure,111177
4.2,1,Drama,75242
10.6,3,Adventure,16438
8,1,Documentary,5777
2.4,1,Adventure,120227
5.75,1,Animation,34632
8.4,3,Action,2575
6,1,Drama,7581
14,1,Drama,6676
4.6,1,Comedy,4263
19.6,3,Adventure,115464
6,1,History,39031
10.6,1,Drama,11378
11.6,1,Drama,7328
1,10,Horror,23206
7.8,1,Comedy,23110
6.4,3,Action,30354
22.2,20,Adventure,42877
3.6,1,Drama,27360
9.4,3,Adventure,38453
10.75,1,Comedy,29799
6.8,1,Adventure,17040
6.8,1,Adventure,27551
24.4,1,Adventure,58616
16.2,1,Drama,9601
10.6,20,Drama,677024
9,3,Drama,16074
1,30,Animation,91891
26.6,1,Drama,50209
18.4,1,Adventure,129706
34,20,Adventure,357192
24.6,20,Adventure,590548
11.2,1,Drama,38361
4.8,1,Comedy,10398
5.75,1,Drama,18824
13.4,30,Drama,75695
27.5,1,Drama,35709
11.8,1,Drama,8607
16.6,1,Drama,12533
8.2,10,Horror,11961
16,8,Horror,28845
4.8,20,Comedy,16090
18,20,Drama,9697
10.6,1,Comedy,11138
1,1,Drama,20625
24,5,Fantasy,70615
20,1,Drama,10417
28,3,Comedy,39023
30,6.2,Drama,40811
10.5,25,Drama,108115
2.8,1,Drama,9298
9,1,Adventure,25266
8.6,1,Horror,18554
1,5.5,Adventure,16273
1,4.5,Adventure,5822
12.8,2,Adventure,26788
6.4,1,Comedy,16043
20,5,Drama,5811
19.6,3,Drama,17571
17.6,1,Comedy,67033
8.6,1,Drama,22267
14,1,Drama,6537
18.6,1,Comedy,16323
14.6,1,Drama,5662
12,1,Comedy,18920
10.4,1,Drama,9343
14.4,1,Comedy,6414
3.4,20,Horror,9768
9.2,1,Action,6770
24,30,Drama,52015
6.8,20,Comedy,6339
4.6,1,Drama,8463
10.4,1,Adventure,5310
14.2,1,Adventure,8962
4,3,Action,11782
6.8,1,Adventure,8372
7.2,1,Drama,6243
6.6,20,Adventure,4616
7,8,Action,4096
8.6,20,Action,12445
16.2,1,Drama,9855
8.6,20,Comedy,19669
14.2,1,Music,22448
6.75,1,Adventure,6038
21,5,Thriller,18757
16.2,1,Comedy,14830
8,1,Comedy,10819
10,20,Comedy,13546
6.8,1,Drama,13676
1.25,3,Comedy,7998
20,1,Animation,11446
24,8,Drama,24634
10.8,1,Adventure,20573
11.2,1,Drama,21176
4.25,1,Documentary,7512
10.4,1,Drama,28646
8.6,5,Drama,25621
7.6,1,Adventure,16913
8,1,Drama,9806
18.8,1,Drama,33835
4.8,8,Horror,41817
26,5,Action,156156
19,1,Action,110842
12.8,20,Adventure,154894
10.8,1,Action,51294
1,4.6667,Horror,18714
5,20,Adventure,5318
16.6,1,Drama,28503
8.8,1,Drama,5160
12.75,3,Drama,10547
16.2,1,Drama,8914
20.2,1,Drama,62977
12.4,1,Drama,62658
3,1,Drama,7854
6.6,8,Drama,16766
6.4,1,Drama,11281
1.2,3,Comedy,5610
25,1,Drama,54491
3,1,Action,6639
11,1,Action,13198
2,8,Adventure,20319
8,3,Comedy,10186
20,8,Comedy,14401
18,5,Comedy,15466
34,1,Drama,13068
24,30,Action,410240
6.8,1,Action,49716
1.4,1,Drama,15731
18,1,Adventure,20292
12.6,1,Drama,20179
15,1,Drama,5669
10.5,5,Drama,14168
16.2,1,Horror,78630
1.8,1,Horror,28098
8.25,30,Drama,595748
18.2,1,Fantasy,21905
24,1,Drama,18076
1,3,Fantasy,5697
22,1,Drama,25645
12.4,1,Adventure,24045
6.8,20,Comedy,27924
20.2,1,Comedy,69389
24,30,Drama,18416
20.2,1,Drama,42173
13,1,Action,20790
10.4,20,Drama,50465
13.2,10,Action,14426
1,3,Drama,180557
12.2,8,Adventure,117600
3.2,3,Comedy,8722
12.4,1,Comedy,18028
12.2,1,Comedy,75446
10.5,8,Adventure,4379
1.3333,1,Documentary,11369
1,1,Documentary,11809
1,1,Crime,8678
7.75,20,Documentary,2165
14.2,1,Drama,6663
10.6,5,Comedy,23016
3.2,20,Drama,22484
14.4,3,Comedy,20840
9.2,5,Animation,18765
17.2,1,Adventure,133392
26,5,Drama,75584
16.8,1,Comedy,19993
20,1,Drama,8394
2.4,1,Action,5799
1,1,Adventure,1228
24,8,Drama,49445
1.25,3,Drama,1751
8.6,30,Drama,27910
15,1,Drama,15677
20.2,20,Thriller,227663
22,1,Action,94093
2.5,1,Animation,1203
11,1,Action,64569
6.6,1,Drama,4963
4.4,1,Horror,26962
18.2,30,Adventure,526313
10.4,3,Comedy,23603
14.6,1,Fantasy,53032
13.2,1,Thriller,65327
4.8,1,Comedy,9687
8.6,3,Drama,11247
5.2,1,Comedy,13678
10.4,1,Action,10674
20,1,Action,12407
12.8,1,Drama,29335
10.4,1,Comedy,22812
26,1,Fantasy,7671
4.8,1,Drama,6362
30,1,Documentary,11482
2.6,3,Fantasy,20764
16.5,1,Horror,61471
16.2,3,Horror,90144
14.6,3,Adventure,74981
12,3,Drama,7870
15.6,1,Adventure,51355
22.4,1,Drama,21916
20,20,Drama,29784
5.75,5,Horror,23095
18.2,5,Adventure,17711
26,1,Drama,20630
16.4,1,Comedy,38337
6.6,20,Adventure,100885
12.2,1,Adventure,55262
7,20,Adventure,9638
1.4,1,Comedy,2131
5.5,1,Drama,11371
14.6,8,Drama,27817
17.4,1,Documentary,12120
2.4,8,Adventure,13188
9.8,20,Drama,3477
1,1,Drama,3334
1,4.5,Animation,6032
10.4,1,Drama,42634
3,1,Drama,22266
5,1,Comedy,35301
12.2,1,Drama,19429
2.8,1,Comedy,13547
13.5,3,Drama,34192
21.6,1,Comedy,46859
8.2,20,Drama,57433
2.4,1,Thriller,3337
7,30,Fantasy,11993
10.4,20,Drama,9755
14.8,1,Animation,14737
8.8,3,Comedy,10994
14.4,1,Drama,15145
8.8,1,Comedy,14486
10.4,30,Drama,11369
6.25,1,Comedy,1016
8.4,3,Drama,15937
3.8,1,Drama,15755
6.6,20,Adventure,9141
11.2,1,Adventure,11348
10.2,1,Adventure,23739
14.8,20,Horror,43628
12,1,Drama,10702
37.6,30,Drama,217450
3.75,1,Action,77205
26,20,Action,203084
20.6,1,Adventure,194125
6.8,1,Horror,59862
18.2,20,Drama,121771
1.8,3,Drama,3364
8.4,1,Drama,26873
22,1,Drama,14712
16.6,1,Comedy,7594
22.6,1,Adventure,45638
8.25,3,Drama,3949
1,1,Drama,1481
1,8,Drama,12520
8.4,1,Fantasy,4952
24,30,Drama,296282
9.2,1,Adventure,14928
14,1,Drama,6057
3.75,20,Western,12591
12.2,1,Drama,8730
17,1,Drama,33408
17,1,Action,19079
8,3,Drama,10724
1.2,1,Adventure,9949
5.2,3,Drama,26591
24,1,Drama,29124
1.5,8,Adventure,4583
8.8,1,Fantasy,8737
16.2,1,Adventure,10108
5,1,Drama,8745
1.8,30,Documentary,13375
12.6,1,Drama,24743
8.4,1,Drama,17331
16,30,Drama,29189
5.2,1,Drama,16202
17.6,1,Drama,27830
2.75,1,Comedy,11256
28,20,Comedy,10341
18.6,1,Drama,12814
4.6,1,Comedy,31058
11,30,Horror,70611
18,1,Adventure,14173
10.8,1,Drama,6366
3,1,Comedy,50166
3.6,1,Drama,23560
7,8,Comedy,10653
12.25,10,Drama,4802
1,3,Action,5563
14.4,30,Drama,49617
5.5,1,History,43874
15.8,1,Drama,11224
20.2,1,Drama,18583
1,1,Adventure,3885
2.8,1,Fantasy,41227
5.5,1,Drama,42669
6,8,Drama,11469
4.6,1,Adventure,22586
1,1,Drama,17158
10.6,1,Drama,11641
14.2,1,Fantasy,15796
