@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R5-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_en numeric

@data
7.2,1,Drama,7.6
8,1,Adventure,4.1
2.2,1,Action,6.2
9.8,1,Drama,7
1.2,1,Drama,5.7
1,1,Horror,6.4
1.6,8,Drama,6.6
7.4,1,Drama,5.9
1,1,?,7.2
4.5,20,History,7
1,20,Documentary,7.4
10.25,3,Drama,5.8
1.25,1,Thriller,7.1
14.4,1,Animation,4.8
14.4,1,Comedy,5.7
7.8,1,Drama,6.6
24.2,1,Drama,6.3
22,20,Adventure,7.9
26,10,Adventure,5.8
1,1,Drama,6.4
26,20,Adventure,6.5
4.8,1,Drama,5.8
20,30,Drama,7.2
2.8,1,Comedy,6.7
1,1,Documentary,7.7
6.6,1,Comedy,5.7
1,1,Drama,7
30,1,Adventure,7.6
20,1,Documentary,6.5
12,10,Drama,6.5
1.2,3,Comedy,5.2
4.8,1,Drama,6.4
16,2,Adventure,6.6
1,1,Comedy,6.4
10.25,1,Drama,6.9
3.75,1,Comedy,3
19,1,Horror,6.4
20,5,Comedy,6
22.6,1,Comedy,6.3
22,1,Adventure,6.3
12.75,3,Fantasy,6.4
1,1,Drama,6.4
2.8,1,Horror,5.5
16,3,Horror,5.8
6.4,1,Drama,6.6
9,1,Comedy,6.6
2.75,1,Documentary,8.6
1,1,Comedy,6.9
28,1,Drama,6.1
26,20,Adventure,7.5
34,1,Adventure,6.1
2.8,1,Comedy,3.9
1.2,1,Drama,6.4
1.4,3,Drama,7
3.8,8,Adventure,7.6
13.4,1,Drama,6.1
1,1,Comedy,4.5
12.8,1,Drama,5
20,10,Action,6.2
14.2,1,Drama,6.9
11.2,20,Comedy,5
8.8,1,Animation,6.5
15.6,1,Drama,5.4
18.6,20,Fantasy,7.7
20,1,Drama,6.6
3.25,1,Drama,6.4
22,1,Drama,8.2
12.2,20,Adventure,7.4
5.75,20,Documentary,7.4
10.2,1,Action,6.6
8.6,1,Drama,5.7
4,1,Horror,5.6
21,1,Adventure,6.6
14.2,1,Adventure,5.8
26,40,Drama,6.1
7,1,Drama,6.1
26,30,Action,6.8
8,10,Adventure,4.3
22,1,Action,5
19.2,20,Action,7.4
20,5,Drama,6.4
18.6,3,Animation,5.6
3.25,1,Comedy,5.9
2.4,1,Comedy,4.2
1.2,1,Comedy,5
2.8,5,Thriller,7.4
22.2,20,Drama,5.9
20.2,1,Fantasy,6.1
12.6,1,Comedy,6.6
30,1,Drama,7.6
24,30,Drama,6.9
22.2,1,Drama,6.7
16,3,Drama,6.1
6.2,10,Drama,8
18,1,Drama,6.6
24,1,Action,5.4
12.2,1,Adventure,5.7
1,3,War,3.6
16,1,Horror,6.2
2.75,1,Drama,5.6
12.2,1,Drama,6
18,1,Horror,5
13.2,1,Action,5.5
1,1,Documentary,6.4
7.75,1,Drama,5.8
1,1,Drama,6.8
3.2,1,Drama,4.7
22.6,1,Drama,7.6
15,20,Drama,6.9
3.6,3,'Science Fiction',6.1
13,1,Comedy,6.4
1.25,2,?,7.3
17,1,Adventure,7.2
7.5,3,Adventure,7.4
10.8,3,Adventure,6.1
20.2,3,Animation,7.3
20.6,30,Fantasy,6.2
14.4,30,Animation,7
24,20,Drama,7.1
1.2,1,Action,7.3
13,1,Drama,5.7
6.6,5,Drama,7.1
1,1,Adventure,4
1,1,Drama,6.8
13.25,1,Animation,5.1
12.75,1,Adventure,7.1
2.6,1,Fantasy,5
1.2,1,Action,6.7
1,1,Drama,6.6
14.6,1,Adventure,5.6
2.2,1,Drama,5.7
1.25,1,Drama,5
19.2,1,Drama,6.4
14.8,3,Drama,6.9
26.6,20,Comedy,5.7
12.2,1,Comedy,6.7
14.2,1,Drama,6.1
10.2,3,Action,5.6
1,1,Documentary,7
1,1,Documentary,6.9
1,1,Thriller,6.2
2,3,Drama,6.1
3.5,1,Drama,7.4
10.6,20,Drama,7.6
1.3333,1,Romance,5.3
1.6,1,Drama,5.7
3.8,1,Comedy,3.6
26.2,1,Comedy,6.1
25,1,Drama,6.6
8.4,1,Comedy,5.7
10.2,3,Drama,7
8.6,1,Adventure,6.4
2.8,1,?,6.7
8,1,Drama,6.3
1.3333,3,Action,5
1.2,1,Comedy,6.5
1,1,Drama,6.2
4.8,3,Adventure,4.3
2,20,Drama,5.5
1,1,Documentary,7.7
24,3,Comedy,7.1
1.4,1,Drama,7.2
1,1,?,5.7
34,20,Adventure,6.3
20,1,Drama,5.8
18,1,Drama,6.6
20,20,Drama,7.3
22.2,1,Drama,6.9
15.2,1,Adventure,6.3
24,12.5,Action,7.2
24,1,Thriller,6.2
28,20,Drama,7.8
18,1,Drama,7.4
6.5,3,Drama,6.8
30,20,Comedy,6.4
8.6,3,Drama,4.7
1,1,Drama,7.5
2.2,1,Horror,4
18,1,Drama,7.3
1.5,1,Documentary,7
13,1,Drama,6.4
10.4,1,Action,4.8
1.2,1,Drama,6.1
3.6,1,Drama,6.1
2,1,Music,6.3
6.2,3,Drama,4.6
20.6,1,Drama,5.6
16,1,Drama,6.2
22.4,30,Drama,7.8
12.4,20,Animation,5.9
2,1,Drama,6.8
1,3,Drama,5.4
8.5,1,Drama,6.7
3.25,1,?,6.8
8.4,1,Thriller,5.9
2,1,Drama,7.7
2.8,1,Horror,4.6
4,3,Comedy,6.8
1,1,Drama,3.5
2.2,1,Drama,7
6.8,1,Drama,4.1
1,3,Action,7.6
8,1,Crime,6
35,3,Documentary,7.6
7.4,1,Action,4.9
13.2,3,Drama,5.9
5.2,3,Drama,6.6
13.4,20,Comedy,6.6
5.2,8,Documentary,5.4
1,20,Drama,6.6
3,5,Drama,7.6
16.2,1,Action,7.3
1.2,3,Comedy,3.2
1,3,Drama,8
8.8,1,Comedy,6.5
18,20,Adventure,6
14.5,1,Drama,6.7
22,30,Drama,8.4
24,10,Adventure,7.2
22,3,Drama,7.1
24,20,Drama,6.6
17,20,Adventure,7
20.4,20,Drama,7
26,8,Adventure,6.3
24,30,Drama,7.3
28,40,Drama,7.7
26,1,Adventure,7
19.6,1,Adventure,5.5
28,3,Drama,6.9
15,1,Drama,5.9
6,1,Adventure,6.6
23.6,1,Drama,7.5
1,1,Drama,5
1.4,1,Action,6.4
1.8,1,Drama,6
3.4,3,Drama,7.6
1,3,Adventure,7.6
24.2,3,Drama,6
5,3,Comedy,6.8
10.4,1,Comedy,5.1
1,1,Drama,8.3
20,20,Action,5.7
30,20,Adventure,7.2
8.6,1,Horror,6.3
1,1,?,6.2
30,20,Action,5.8
24,1,Thriller,6.4
1,1,Comedy,3.9
13.2,1,Drama,5.3
20.2,1,Drama,4.4
2.4,1,Drama,6.7
1,1,Drama,4.1
6.2,10,Thriller,7.6
16.4,1,Drama,6.5
8.8,1,Action,3.6
16.2,1,Comedy,4.9
6,1,Drama,7.1
8.2,1,Drama,6.8
12.4,3,Adventure,6.8
30,20,Adventure,7
6.8,1,Action,5.3
1.75,1,Drama,7.3
11.8,1,Horror,4.9
15.6,8,Comedy,6.7
7.4,1,Horror,3.8
10.8,3,Fantasy,4.3
28.4,20,Horror,5.4
11.6,1,Drama,6.4
8.6,1,Drama,6.1
14.4,1,Comedy,5.4
1,1,Action,2.9
3.75,8,?,6.6
14.4,1,Drama,7.5
12.2,1,Fantasy,6.6
1,1,Horror,4.5
18.6,10,Comedy,3.4
22.4,30,Fantasy,7
20.2,30,Drama,7.2
18.4,20,Drama,7
20,1,Adventure,6.7
23,20,Comedy,6.2
1.2,3,Drama,7
3.25,1,Drama,7.2
20.6,1,Fantasy,5.9
16,1,Drama,5.9
13.6,1,Action,6.5
20.2,1,Adventure,5.9
18,1,Drama,6.9
28,1,Drama,5.7
24,1,Adventure,5.8
21,3,Adventure,5.8
20,1,Drama,6.8
2.6,1,Horror,5.8
14,1,Adventure,5.9
1,1,Documentary,7.5
1.2,1,Drama,6.8
18,30,Drama,7.4
1,20,Drama,7.2
17.5,10,Adventure,5.5
6.4,1,Drama,4.6
15.6,1,Drama,5.9
23,8,Drama,6.7
1.2,1,Drama,7.5
1.6,3,Drama,4.6
2,1,Comedy,4.5
1.2,1,Drama,7.3
22,6.5,Animation,6.5
18.2,1,Drama,6.7
20,1,Comedy,6.2
1.2,1,Drama,6.7
1,1,Drama,7.2
24,20,Drama,7.7
17,1,Comedy,6.8
19,1,Drama,7.1
6.8,1,Drama,6.4
20.6,1,Drama,7.3
12.2,1,Drama,7.9
1.2,1,Drama,7.8
18.4,1,Drama,6.2
18,1,Drama,6.8
13.2,1,Drama,6.2
6.8,1,Documentary,7.7
5.75,1,Comedy,4.9
6.6,1,Drama,5.4
28,5,Adventure,7
30,1,Drama,5.8
8.6,7.3333,Animation,7
26,3,Thriller,6.2
24,20,Thriller,7.3
6.6,1,Action,6.5
26,3,Drama,7
26,1,Comedy,6.7
16.4,3,Drama,7
17.2,1,Drama,7.2
40,3,Adventure,6.6
24,30,Adventure,6.7
20.6,1,Drama,8.1
15.25,40,Drama,6.5
20,1,Adventure,5.9
34,20,Adventure,7
30,20,Adventure,8.1
12.6,20.5,Adventure,6
1.5,1,Horror,4.2
12.2,2,Comedy,5.1
24,3,Fantasy,7.1
12.4,3,Comedy,6.4
26,1,Drama,5.7
10.4,20,Drama,7.6
6.8,30,Drama,6.1
13.2,1,Horror,4.8
13.6,20,Adventure,5.5
14.4,1,Drama,7.1
24,15,Adventure,5.3
8.6,8,Drama,7.6
1.4,1,Action,7.6
2,1,Comedy,7.9
10,1,Comedy,6.7
26,20,Drama,7.7
1,1,Drama,7.9
18.2,1,Adventure,7
18.6,3,Adventure,6.7
12,1,Fantasy,5.9
11.4,1,Drama,8.6
13,1,Drama,6.4
4.6,1,?,3.2
20.25,1,Action,5.4
24,1,Drama,6.2
32,1,Drama,6.5
2.8,1,Thriller,5
6.6,1,Drama,6.5
10.4,20,Drama,7.1
10.5,1,Horror,5.9
3.25,1,Drama,3.9
22.4,20,Drama,6.1
18.2,1,Fantasy,5.4
1,1,Comedy,5.7
26.2,3,Action,4.9
9,1,Horror,6.5
24,1,Animation,6.5
16.2,1,Adventure,5.2
16.2,1,Comedy,6.2
13.4,20,Drama,5.7
6.2,1,Drama,6
6.6,1,Drama,7.1
3.2,1,Comedy,3.5
4.5,1,Fantasy,4.4
5.8,4.5,Drama,7.1
6.6,5,Drama,7.2
8.6,1,Comedy,4.4
13.75,8,?,5.2
2.8,1,Documentary,6.9
12.4,1,Drama,4.8
14.4,1,Drama,6.4
11.5,1,Thriller,5.3
18,1,Adventure,6.5
1.6,1,Action,6.7
1.2,1,Drama,7.7
1.25,1,Drama,7.2
2.8,1,Horror,4.1
1,1,Drama,7.6
19.6,1,Drama,5.9
8.5,1,Documentary,8
5.8,1,Thriller,5
3.25,1,Fantasy,5.9
1,1,Action,4.9
16.2,1,Horror,4.1
22,3,Comedy,6.2
2.8,30,Drama,4.4
4.8,1,Action,5.7
1.6,1,Animation,5.1
16,5,Comedy,5.7
14.2,1,Drama,6.2
1.2,1,Comedy,3.7
1.8,1,Drama,5.9
28,20,Adventure,6.7
16.4,1,Drama,7.6
3.3333,1,Horror,5
18,21.6667,Animation,6.9
20,30,Comedy,8.4
1,1,Adventure,7.1
22.2,1,Drama,5.9
17,20,Drama,6.2
1,1,Documentary,7.9
1,1,Drama,7.1
18.6,1,Horror,4.8
23,30,Fantasy,6.3
16.8,1,Drama,6.8
1,1,Drama,8.3
32,1,Fantasy,7.3
1.4,1,Drama,6.1
9.4,4.5,Drama,6.6
8.6,3,Adventure,6.3
2.8,1,Horror,5.5
1.2,3,Horror,5
1,1,Drama,8
16.4,1,Action,6.1
7.4,1,Family,5.7
26,20,Comedy,6.3
6.4,3,Drama,7.5
26,20,Thriller,5.8
12.4,20,Horror,6.8
22,10,Drama,6.5
17.6,2,Drama,6.5
16.4,1,Drama,6.5
32,1,Drama,7.3
12.6,1,Comedy,6.4
18,1,Horror,6.9
20.4,1,Action,6.3
10.8,1,Comedy,5.4
24,3,Drama,6.7
18,1,Comedy,5.8
13.2,20,Adventure,7.8
28,1,Drama,7.8
30,3,Drama,7.6
22,1,Drama,6.3
17.2,30,Adventure,4.9
24,3,Adventure,7.9
14,1,Adventure,6.9
1,1,Drama,8.2
3.25,1,Horror,4.6
46,30,Action,7.1
1.2,1,Comedy,6.6
22,16.6667,Drama,7.5
20.6,20,Drama,7.8
34,1,Drama,7.1
20.6,1,Adventure,6.1
2.25,1,Drama,6.8
13.8,1,Drama,6
2.8,1,Horror,6.5
3.2,1,Drama,5.1
4,3,Drama,4.9
9.8,20,Comedy,6
2.4,3,Fantasy,7.3
10.8,5,Drama,6
9,1,Comedy,6
24,1,Drama,4.8
15,8,Drama,6.7
15.6,1,Drama,5.4
1,1,Documentary,7.1
17.6,3,Drama,7.1
8.8,20,Drama,7
20,1,Thriller,6.2
22,1,Drama,6.8
10.8,10.5,Documentary,7.2
1.2,1.4,Horror,5.8
9,1,Drama,6.7
6.8,1,Drama,7
26,30,Drama,8
3.6,1,Comedy,5.2
9,1,Drama,7.9
8.75,1,Comedy,5.7
7.2,1,Drama,6.5
1,1,Drama,7.1
7,3,Drama,5.7
7.5,1,Adventure,7
1.4,1,Drama,6.9
5.75,1,Comedy,6.6
1.4,1,Horror,2.6
3.5,8,Action,5.4
7,1,Drama,6.5
3,3,Adventure,6.8
10.4,1,Comedy,6.7
22,1,Drama,5.4
1.2,1,Action,5.2
8,1,Fantasy,4.5
20,20,Drama,6.8
17.8,5,Comedy,6
15.25,25,Drama,7.4
30,8,Adventure,5.8
3,1,Drama,7.9
24,8,Comedy,7.2
1.2,1,Comedy,5.2
2.8,1,Drama,6.7
16.2,30,Drama,7
30,20,Adventure,6.5
1,5.5,Drama,6
24,1,Action,6.4
16.4,3,Comedy,5.6
7,1,?,5
3.25,1.5769,Horror,4.7
14.2,1,Drama,6.3
28,1,Drama,7
18.6,30,Drama,6.4
18.4,1,Drama,6.8
18.2,20,Drama,7.3
12.6,1,Drama,5.9
22,3,Drama,5.8
4.8,1,Action,5
24,1,Comedy,5.6
13.8,1,Drama,5.7
28,5.75,Comedy,4.3
12.6,1,Action,6.4
2.8,1,Adventure,7.9
20.4,1,Drama,6.7
6.6,1,Drama,5.7
14,1,Comedy,6.1
12.6,3,Drama,6.7
11.2,1,Drama,7.6
2.6,3,Drama,7.2
1,1,Drama,5.7
10.2,1,Adventure,5.8
17.2,30,Drama,6.6
14,1,Drama,5.9
28.6,1,Drama,6.2
14.2,20,Comedy,6.2
6.8,1,Horror,4.7
20,20,Documentary,7.8
5.75,3,Adventure,4.8
1.5,1,Comedy,5.4
8.8,20,Action,5.1
11.2,1,Comedy,5.6
1,1,Drama,7.4
5.75,1,Drama,7.6
1,5,Romance,5.8
26,30,Adventure,5.7
10.4,1,Horror,4.9
18.2,1,Drama,5.8
4.8,1,Horror,5.3
1,1,Drama,6.5
8.4,1,Drama,5.5
16.4,8,Animation,7.4
5.8,1,Western,5.5
20,3,Adventure,6.1
8.8,1,Horror,5
10.4,3,Thriller,5.6
15.25,3,Drama,5.3
3.25,1,Action,7.6
16,30,Action,5.1
1,3,Fantasy,6.8
8.4,1,Drama,6
5.75,1,Drama,7.2
14,1,Drama,6.6
26,20,Drama,8.1
1.8,1,Drama,8.4
1.2,1,Drama,5.3
8.8,1,Drama,7.5
11,1,Drama,6.3
11.8,10,Action,5.4
18.2,1,Drama,6.3
24,3,Drama,7.4
6.6,30,Drama,5.5
11.6,1,Drama,6.1
22.4,20,Drama,7.1
16,10,Adventure,5.9
4.6,1,Drama,6.2
1.2,1,Drama,5.4
3.2,1,Drama,6.2
40,20,Adventure,7.4
14.8,2,Comedy,5.7
4.75,3,Horror,5.7
34,25,Adventure,7.8
8.8,1,Comedy,5.4
1,1,Fantasy,5.1
2.8,3,Horror,5.6
7.2,1,Documentary,5.9
16.2,3,Drama,7
5,1,Adventure,5.5
2,1,Comedy,4.6
24,1,Adventure,7
16,1,Fantasy,6.5
1,1,Drama,7.4
1,10,Comedy,2.7
7.75,1,Drama,5.2
4.8,3,Fantasy,7.1
1,1,Drama,7.3
3.4,4.1667,Drama,5.8
4.8,1,Drama,8.3
17,1,Drama,7.4
6.6,1,Horror,5.8
1,3,Thriller,7.1
8.8,1,Drama,6.2
1.8,1,Drama,6.5
22.4,30,Drama,8.2
30,20,Action,5.6
9.4,4.5,Comedy,5.9
1.25,1,Drama,7.3
3.8,1,Animation,6.9
24.4,20,Drama,5.3
1,1,Drama,6.8
8,1,Action,4.6
5.6,1,Drama,7.5
20,10,Comedy,5.4
16.6,8,Drama,7.8
17,1,Comedy,5.9
20.2,20,Comedy,6.3
18,1,Animation,6.5
5.8,1,Drama,3.9
10.4,3,Drama,5.7
1.6,20,Drama,7.6
5,1,Drama,7.4
1,1,Drama,6.7
7.2,3,Fantasy,8.1
16.2,1,Drama,6.2
22,1,Drama,6.6
1,5,Action,7.1
18,1,Drama,7.3
21.6,1,Drama,6.4
32,5,Drama,6.8
3.25,1,Drama,4.7
12.6,1,Romance,6.7
11,1,Drama,2.7
8.8,1,Drama,7.2
11.2,1,Comedy,5.2
22,1,Drama,5.9
1,1,Drama,6.4
18.6,1,Comedy,7.2
1,1,Comedy,7.5
20.4,1,Comedy,6.3
18,30,Adventure,7.3
12.2,1,Animation,1.7
22,20,Drama,6.4
2.4,10,Action,8.5
1,1,Action,8.3
1.2,1,Adventure,6.5
6.4,1,Drama,6.2
8.6,1,Adventure,7.8
10.5,1,Fantasy,5.4
14.2,3,Drama,5.2
20,3,Action,6.2
22,3,Drama,7.6
22,20,Drama,7
7,1,Drama,6
1.25,3,Drama,7.2
1.2,1,Drama,6.2
14.4,3,Drama,7.4
1,1,Adventure,5.9
32,20,Adventure,5.9
18.2,1,Drama,6.3
5.2,1,Drama,7.4
18.2,1,Drama,7.1
1,1,Drama,6.7
20.4,1,Horror,5
18.2,3,Drama,7.8
1.8,8,Horror,5.6
10.6,3,Horror,6
1.4,1,Horror,5.6
9.4,1,Adventure,5.9
1.4,1,Comedy,5.4
1,10.5,Documentary,7.7
5.6,1,Action,6.8
30,1,Comedy,5.9
17.6,30,Action,6.4
8.8,1,Comedy,6.6
9,1,Animation,7.3
10.8,20,Drama,6.5
12.8,3,Drama,5.5
7.3333,1,Drama,8.1
20.6,1,Drama,7.6
36,30,Adventure,8
6.75,1,Comedy,6.1
8.4,1,Drama,6
4,1,Drama,7.4
2,1,Drama,7.6
3.6,1,Action,6.6
18.4,1,Drama,6.9
1,1,Thriller,6.7
2,1,Adventure,5.7
30,5,Adventure,6.6
1,3,?,6.5
8,1,Drama,6.2
2.8,1,Comedy,5
5.4,1,Drama,6.5
1.2,3,Horror,5.8
20,3,Drama,6.6
3.75,1,Drama,6.7
1.8,1,Comedy,3.7
34,30,Action,6.5
28,1,Drama,6.5
1.4,1,Drama,8.5
30,1,Drama,6.7
16.2,8,Action,6.6
24,1,Adventure,6.5
30,8,Comedy,6.6
26.4,5,Action,7.9
1.6,1,Drama,7.8
5.2,1,Documentary,7.5
40,1,Adventure,6.1
5.8,3,Drama,6.4
18,1,Action,5.6
24,8,Comedy,7
21,30,Horror,7.5
1,1,Fantasy,5.8
6.4,1,Horror,5.1
1,1,Fantasy,5.6
1,1,Adventure,4.2
13,3,Drama,6.9
1.2,1,Horror,8
5.8,1,Horror,5.2
26,3,Drama,5.7
1.5,1,Comedy,6.4
10.8,3,Horror,5.6
1,1,Documentary,7.5
28,1,Adventure,7.2
8.8,1,Drama,6.1
28,30,Adventure,8.1
6.4,1,Adventure,5.9
23,20,Drama,7.5
1,1,Adventure,7.1
2.75,1,Action,3.9
26,3,Drama,6.4
1,3,?,7
3.25,1,Adventure,5.9
1,1,Drama,6.9
1,1,Thriller,8
1,1,Action,7.9
19.4,20,Drama,5.7
17.6,1,Drama,5.7
13,20,Comedy,5.6
11.6,1,Horror,6.3
5,10,Drama,6.8
10.4,3,Adventure,6.4
11,20,Drama,6.5
30,1,Thriller,6.3
1,1,Horror,4
16.2,3,Drama,6.2
17.4,1,Action,4.4
22.6,20,Drama,8.1
25.6,1,Drama,5.6
32,1,Comedy,6.4
4.8,1,Horror,4.6
10.8,3,Comedy,6.7
10.6667,1,Action,5.8
11,1,Action,5.1
1,1,Comedy,8.2
20,20,Adventure,6
1.2,3,Action,4.3
14.2,8,Drama,7.4
1.4,1,'Science Fiction',7.9
3.2,1,Drama,7.1
1.25,3,Adventure,5.5
1,1,Drama,7
1,3,Comedy,7.4
1,1,?,3
5,30,Animation,7.8
1,8,Fantasy,8.1
26,1,Comedy,5.7
1,1,Animation,5.6
15,20,Animation,8.2
24,20,Fantasy,7
1.4,1,Drama,6.7
4.8,1,Comedy,6.3
5.4,3,Adventure,5.8
18.4,1,Thriller,5.9
22,3,Drama,8
9,3,Drama,7.8
16.4,1,Drama,6.6
34,1,Drama,8
24,1,Drama,7.2
14.2,3,Drama,7.8
20,1,Adventure,6.9
26.4,5,Drama,6.4
30,40,Drama,6.1
1.4,5,Drama,7.8
16.2,1,Animation,6.5
4.6,1,Comedy,5.5
1,1,Drama,4.9
1.8,1,Adventure,6.6
20,10.5,Animation,6.3
3,1,Drama,5.8
7.6667,1,Western,6.6
16,1,Drama,5.3
21.6,1,Drama,7.1
1.25,1,Comedy,5.4
2.4,1,Comedy,5.6
26,20,Action,7.2
5,1,Drama,6.6
22.2,1,Comedy,2.9
16,1,Drama,5.9
7.25,1,Comedy,6.3
20,1,Drama,6.3
32,30,Adventure,8.6
28,1,Adventure,6.7
28,1,Drama,6.3
8.4,1,Drama,7.5
6.6,30,Comedy,6.7
25.25,1,Drama,7.1
16,1,Horror,4.9
12.8,1,Horror,6.5
24,1,Drama,6.3
18.2,1,Drama,7.4
15.6,20,Fantasy,6.1
8.6,3,Adventure,7.1
14.6,1,Drama,6.4
8.6,1,Drama,6.9
24,1,Thriller,6.8
15,5,Drama,6.2
17.5,1,Thriller,6.7
16.6,8,Horror,5.7
26.2,20,Adventure,6.5
22,1,Drama,6.4
16.2,1,Western,6.2
1,1,Horror,6.1
1.4,1,Comedy,6.6
3,1,Drama,5.9
2.8,1,Documentary,6.9
1,3,Action,5.3
4.6,1,Drama,6.8
1,1,Horror,4.5
26,3,Animation,6.7
16,1,Drama,5.8
1.2,1,Drama,6.7
25.6,20,Drama,7.3
3.4,1,Drama,6.6
5.6,1,Drama,6.1
12.2,1,Drama,6.4
2.4,1,Comedy,5.2
1.4,1,Adventure,6.7
24,30,Drama,6.2
1.8,10,Drama,6.4
22.2,1,Drama,5.4
1.4,2,Fantasy,5.4
28.6,3,Drama,6.8
1.2,1,Drama,8
18.2,1,Adventure,6.7
20,1,Adventure,4.3
2.2,1,Comedy,6.6
10.4,3,Drama,7.5
1,1,Drama,7
4.8,1,Adventure,4.7
20,40,Fantasy,5.8
3.75,10,Comedy,6.4
12.4,1,Horror,4.3
46,30,Action,7.2
18.4,20,Action,6.2
32,1,Drama,7.3
22,5,Adventure,2.9
18.8,3,Drama,5.2
1,3,?,6
17.6,1,Drama,8
1,1,Documentary,6.4
10,3,Adventure,7.2
24.2,20,Drama,6.5
20.2,5.5,Fantasy,6.8
6.75,1,?,5.9
30,3,Drama,6.7
20.2,1,Drama,7
7.3333,20,Horror,5.4
1,2,Comedy,6.8
1,1,Drama,7.8
22,20,Adventure,6.4
21.6,1,Adventure,5.8
20.2,1,Drama,6.1
12.4,1,Horror,5.7
4.8,1,History,7.3
24.2,20,Horror,5.6
9,1,Adventure,3.2
14.4,1,Comedy,5.6
14.2,1,Drama,5.8
10.4,1,Drama,6.3
25,1,Drama,5.8
21,1,Drama,5.9
22,1,Animation,6.6
14,1,Comedy,5.1
18,1,Drama,4.4
22,1,Animation,5.9
3.25,3,Adventure,6.1
1,1,Drama,6
18,1,Drama,6.3
4.8,3,Drama,6.8
18,20,Adventure,7.8
26,3,Adventure,7.4
6,1,Comedy,7
2.4,1,Drama,7.8
6.2,1,Comedy,6.2
1.8,3,Drama,6.1
1.2,1,Drama,6.3
1,1,Drama,7.7
1,1,Fantasy,7.8
6.8,1,Animation,6.6
2.8,1,Action,8
20.5,1,Documentary,4.3
16.2,20,Drama,7.6
24,30,Thriller,6.5
7.6,3,Comedy,6.8
26,1,Adventure,6.2
1.2,3,Drama,6.5
18.2,20,Thriller,6.9
1.4,1,?,3.9
9,1,Drama,6.2
32,1,Drama,6.2
1,1,Drama,5.5
3.6,1,Animation,6.9
1,1,?,6.8
11.4,20,Comedy,5.8
25.6,10,Adventure,6
4.2,10,?,3.3
2,1,Drama,7.7
5,1,Romance,7
3.25,1,Horror,5.4
1,3,Documentary,7.4
24,12.5,Action,7.1
1,5,Drama,7.2
17,1,Comedy,6
1.6,5,Thriller,7.1
5,1,Comedy,6.4
14.8,20,Adventure,4.2
7.4,1,Comedy,6.6
2.2,1,Drama,7.2
28,30,Adventure,7.1
1,3,Comedy,8.4
2,2,Drama,5.1
1,1,Action,7
16.4,30,Action,7.3
26,20,Drama,6.5
10.8,1,Comedy,5.4
1,1,Drama,7.6
1.5,1,Drama,7.2
2.8,3,Drama,6.4
3.5,1,Drama,7
15.5,4.5,Documentary,7.7
3.25,3,Drama,7.8
8.6,3,Drama,6.1
22.2,8,Drama,6.2
13.2,1,Drama,5.7
25,1,Drama,6.2
8.6,1,Drama,7.1
18.4,1,Action,6.8
17,1,Drama,6.1
30,3,Drama,6.4
14.4,1,Thriller,6.2
7,3,Adventure,4.5
1,20,Drama,7
8,1,Animation,6.5
14,5,Comedy,6
16.2,1,Horror,5.1
7,8,Music,7.2
30,1,Drama,6
1,3,Drama,6.8
1.2,3.0714,Horror,5.5
22.2,8,Drama,7.5
16.6,1,Comedy,6.5
14.4,20,Drama,7.8
1,1,Action,5.5
26,20,Comedy,6.4
26.4,3,Action,5.7
6.75,1,Drama,7.7
4.8,1,Drama,6.5
5.8,3,Comedy,4.1
5.75,1,Drama,7.1
25.6,1,Drama,5.3
1.8,1,Drama,6.4
3,30,Drama,7.2
2,1,Drama,6.6
12.4,1,Fantasy,6.4
1,1,Drama,8.2
16,20,Action,6.9
14.4,1,Drama,7
1.2,1,Comedy,5
26,1,Drama,7.4
16.8,1,Action,6.8
1,1,?,6.9
26,1,Thriller,6.4
1,1,Horror,6.1
5.75,1,Drama,7
1.6,1,Drama,4.4
1.25,3,Thriller,4.7
20,5,Drama,6.8
3,20,Horror,6.4
12.6,3,Comedy,7.2
26,20,Fantasy,6.6
19.2,5,Drama,5.4
4.6,1,Drama,6.6
1.2,3,Adventure,2.8
22.2,20,Adventure,7.3
10.6,1,Adventure,7.2
9.6,1,Drama,7.6
26.2,1,Action,6.5
1,1,Action,6.2
8.8,1,Comedy,6.4
14.4,1,Thriller,6.3
2,1,Drama,7.4
8.6,1,Action,6
6.6,1,Drama,7.6
14.2,1,Adventure,5.5
20.2,1,Drama,7.4
18,3,Thriller,6.2
22.2,10,Drama,8.1
14.4,1,Drama,7.4
22.6,20,Adventure,6.9
1,1,Drama,8.3
9.4,1,Thriller,7.5
30,5,Adventure,6.8
24,30,Adventure,7.7
8.4,1,Horror,5.7
26,20,Thriller,6.2
1,1,Action,5.7
8.6,1,Comedy,6.6
