@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-6,8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute vote_cn numeric

@data
4.6,20,Drama,27
7.75,1,Horror,59
2.8,20,Horror,1263
16.4,10,Drama,107
6.8,8,Action,74
8.8,1,Action,75
8.6,1,Adventure,39
10.4,1,Fantasy,64910
30,20,Adventure,113975
24,3,Drama,29339
9.4,20,Adventure,32916
9.4,20,Comedy,3307
14.6,3,Drama,614
3.25,20,Animation,25669
12.2,1,Drama,2553
10.2,1,Drama,1611
10.2,1,Drama,721
14.2,1,Fantasy,1745
16,3,Comedy,799
24,8,'Science Fiction',3742
18,10,Thriller,6623
6.2,20,Comedy,534
5.2,3,Comedy,1289
13.2,1,Drama,151
24.2,8,Adventure,5530
2.8,3,Horror,1216
2.8,3,Drama,6318
9.2,1,Horror,238
12.2,1,Drama,78
10.5,1,Adventure,200
10.6,1,Action,130
6.6,1,Documentary,300
3.2,1,Drama,286
22.2,1,Drama,190413
16.6,1,Comedy,2685
20,1,Drama,2835
16,1,Adventure,28717
19,1,Action,9221
12.4,3,Drama,479
20,11.5,Adventure,200502
21.6,1,Adventure,31196
20,3,Animation,135818
32,20,Adventure,88855
12.2,30,Adventure,11912
18.6,1,Drama,16579
6.6,20,Animation,23634
24.4,1,Adventure,7639
18,20,Drama,22101
14.2,20,Comedy,46282
22,1,Fantasy,8412
18.4,1,Adventure,19347
8.2,1,Horror,99
18.4,1,Drama,6556
3.6,1,Fantasy,47
10.25,3,Fantasy,6833
12.4,5,Horror,2366
5.5,1,Drama,550
10.6,5,Comedy,224
18.4,1,Drama,10013
10.5,19,Action,313
1,1,Horror,364
4.8,5.5,Animation,9124
22,1,Drama,11697
7.6,3,Drama,2314
1,1,Comedy,34
16,20,Adventure,632
8.8,1,Fantasy,9495
1.25,1,Fantasy,85
12.4,1,Drama,781
6.8,20,Drama,570
5.2,1,Action,24545
9,20,Comedy,166
2.8,1,Horror,340
4.4,1,Horror,333
3.6,1,Horror,290
11.8,1,Drama,2645
14.2,8,Horror,9369
14.6,1,Adventure,172
11,5,Horror,134
10.2,1,Horror,393
20.2,1,Drama,4810
25.6,1,Comedy,8989
28,1,Comedy,1151
22.2,20,Adventure,76325
30,40,Drama,18714
24,1,Drama,1515
16.6,1,Drama,1715
12.4,1,Drama,2327
7,1,Adventure,634
16.2,1,Adventure,598
11.8,1,Comedy,25654
8.4,20,Drama,757
10.4,20,Adventure,1194
8,5,Fantasy,31502
1.4,8,Horror,2672
6,20,Drama,287
15.25,1,Adventure,1998
15,8,Drama,711
2.4,1,Adventure,2499
1.8,20,Adventure,371
3.2,1,Animation,6173
16,1,Comedy,78
6.2,1,Horror,1469
4.6,1,Action,92
7.6,8,Horror,149
5,1,Horror,501
13.25,1,Drama,8656
14.2,1,Drama,5232
5,3,Drama,1037
12.4,1,Action,809
7.2,1,Drama,534
5,1,Comedy,0
17.8,1,Action,588
10.4,1,Drama,1334
8.6,3,Fantasy,32
4.8,4.5,Adventure,45
10.2,10.5,Horror,153
18.2,20,Drama,1094
17.6,20,Adventure,6871
10.4,20,Drama,131
6.6,1,Drama,742
11,1,Drama,2190
16.2,1,Drama,3886
7.75,1,Comedy,961
14.2,5,Drama,1478
12.2,1,Comedy,92
1.2,20,Drama,552
5.2,1,Comedy,65
6,1,Comedy,118
10.6,1,Drama,180
7.6,30,Drama,692
13.8,1,Drama,203
20.8,3,Drama,1007
8.8,1,Comedy,45
13.4,1,Drama,219
12.4,3,Drama,551
24,1,Action,12861
21.6,3,Drama,194
7.75,1,Fantasy,611
14.2,30,Drama,19720
5.75,1,Fantasy,258
8,1,Comedy,423
9.8,1,Fantasy,252
12.5,20,Comedy,1285
10.6,1,Comedy,215
5,1,Adventure,0
18.2,1,Drama,4186
1,1,Drama,136153
20.4,1,Drama,206
10.8,1,Comedy,359
8.8,1,Comedy,40
10,1,Drama,1952
18.2,20,Action,316
15.8,1,Drama,285
20.2,8,Adventure,893
11.8,3,Comedy,6829
28,20,Action,35372
1.8,3,Fantasy,0
14.4,1,Adventure,3175
4.25,1,Horror,382
20,3,Comedy,119
17,20,Drama,254
17.2,1,Drama,549
4.2,5,Adventure,54
7.2,8,Horror,88
12.4,30,Drama,24056
12.4,3,Adventure,828
9,30,Drama,217
9.6667,1,Drama,3718
11,1,Fantasy,667
1,3,Thriller,175
9.2,1,Thriller,292
2.75,20,Comedy,299
24.6,8,Comedy,46800
24,10,Drama,2622
15.6,17.5,Animation,54042
28,20,Adventure,134018
15.6,1,Fantasy,5536
10.4,1,Adventure,12402
12.6,1,Drama,2500
15.6,20,Drama,234
8.6,10,Drama,4670
7.4,1,Adventure,321
13.2,1,Adventure,1897
6.2,1,'Science Fiction',111
26,1,Adventure,750
11.4,1,Animation,2495
6.6,1,Fantasy,300
9,1,Action,910
1,3,Documentary,89
13,1,Adventure,713
13.2,20,Drama,25
8.6,8,Adventure,0
30,1.6667,Animation,22901
1.4,1,Comedy,172
15,1,Drama,41416
16.25,3,Drama,4550
24.2,3,Thriller,892
21.6,1,Drama,1566
10.6,1,Animation,7789
12.2,1,Drama,52
6.6,1,Horror,290
12.2,1,Horror,783
8,1,Horror,6311
12.4,3,Adventure,572
11,3,Comedy,806
22.2,10,Drama,5697
16,5,Action,6273
14.6,1,Comedy,36
17.8,1,Drama,4294
4.8,30,Fantasy,375
9.8,1,Adventure,20225
11,20,Drama,184
7,3,Drama,41098
13.5,3,Action,33702
6.5,3,Action,37081
9,20,Action,10715
14.8,1,Drama,3512
14.6,5,Comedy,54474
15.8,1,Drama,146
12.6,1,Drama,1304
15.8,8,Drama,829
4.8,1,Drama,1384
11,30,Comedy,425
15.2,1,Drama,10360
1.8,8,Adventure,95
5,1,Comedy,268
12.2,3,Drama,3841
13.8,15.5,Action,483
8.6,1,Action,356
7.8,30,Action,425
6.8,1,Drama,223
16,1,Drama,816
8.6,20,Action,3836
7.2,1,Fantasy,141
14.4,10,Action,14369
13.2,1,Comedy,1217
4.2,1,Horror,11057
8.8,1,Horror,2362
9.4,5,Adventure,579
9.8,1,Drama,212
20,10,Drama,24893
4.8,1,Adventure,78022
12.6,30,Drama,764
1,1,Horror,224
14.2,3,Drama,3076
12.2,1,Comedy,342
2.8,1,Action,26837
7,20,Drama,40
7.6,20,Animation,348148
9.8,1,Drama,611
18.2,20,Drama,2916
14.6,1,Drama,641
9.2,3,Adventure,32
8.8,10,Drama,496
1.4,1,Adventure,9796
10,1,Action,36
2.8,3,Drama,262
14.2,1,Drama,4857
9.6,1,Comedy,426
6.8,3,Drama,293
20,1,Drama,3022
12.8,20,Animation,860
15,1,Action,908
20.2,20,Fantasy,1845
14.6,20,Action,1214
1.2,8,Horror,175
11,1,Adventure,112
10.6,30,Adventure,177
6.8,1,Drama,0
8.4,1,Adventure,523
20,1,Drama,1285
18.2,20,History,425
11.4,1,Drama,1094
14.2,1,Drama,155
8.6,30,Drama,602
8.2,1,Adventure,65
11.4,1,Fantasy,983
8.8,1,Comedy,3781
2.8,1,Comedy,21087
10.2,1,Comedy,5762
10.8,1,Adventure,655
17.6,20,Adventure,46777
4,2,Drama,383
4.8,1,Drama,288
5.2,1,Action,1516
7,20,Drama,4210
12.6,3,Drama,285956
9,20,Horror,396
5.2,20,Horror,2340
8.8,20,Comedy,774
22,3,Drama,3205
5,1,Action,2362
13.25,1,Adventure,430
6.8,40,Drama,27
14.2,1,Fantasy,1903
7,1,Fantasy,314
3.4,30,Horror,84
14.2,30,Fantasy,1197
14.4,30,Drama,2209
10.4,20,Fantasy,8167
22,10,Drama,889
18.2,1,Drama,397
12.4,1,Adventure,431
22,1,Drama,1137
2.8,1,Drama,134
4.2,1,Adventure,5396
16.4,1,Drama,3263
12.4,1,Adventure,52
10,1,Comedy,142
16,1,Drama,345
11.75,1,Adventure,32
22.2,5,Drama,8331
10.4,1,Action,283
14.2,10,Comedy,43
10.6,1,Action,310
1,3,Action,2101
1.6,1,Fantasy,12198
1.8,20,Drama,625
8.6,1,Drama,2509
5.6,1,Animation,14608
8.6,1,Comedy,257
5,3,Horror,1202
10.4,1,Horror,137
1.8,1,Adventure,621
20.6,5,Thriller,2364
13.4,20,Adventure,521
9.2,1,Action,1344
1,1,Horror,1265
16,1,Drama,294
10.4,3,Drama,178
2,3,Drama,5071
14.4,1,Thriller,20965
14.4,1,Documentary,3712
7,1,Adventure,1046
14.6,1,Drama,69874
10.8,5,Drama,150
10.4,1,Adventure,160
12.25,1,Animation,99
4.6,1,Horror,409
8.8,1,Horror,2098
2,1,Adventure,246
15,1,Animation,8892
10,3,Horror,227
1,5.5,Adventure,0
15.8,1,Comedy,16913
10.2,1,Adventure,19685
10.8,1,Drama,1705
12,1,Adventure,3779
12.6,3,Comedy,611
9.8,1,Action,6351
12,1,Adventure,110
13.2,1,Comedy,2826
18.6,1,Drama,2721
5.8,3,Adventure,82
16,1,Drama,8313
6.8,10,Drama,1792
24,1,Drama,9531
11.2,1,Drama,12530
7,1,Horror,257
12,1,Comedy,1567
6.8,1,Drama,424
10.8,8,Drama,2990
18,1,Adventure,578
8.8,20,Horror,2333
8.6,20,Comedy,5122
4.8,3,Comedy,960
5.6,3,Horror,3576
10.4,1,Drama,3580
17.6,5,Drama,200120
8.8,1,Drama,326
1,3,Drama,1957
11.6,20,Action,4052
13,1,Adventure,1206
16,30,Drama,2750
13,1,Drama,481
1.8,5,Horror,453
16,5,Drama,94
6.4,20,Comedy,24
12.2,8,Drama,112
11.2,1,Comedy,224
14,1,Comedy,47
6.4,1,Drama,200
1.4,20,Comedy,568
11.8,10,Action,1545
18.6,5,Drama,9215
8,1,Adventure,160
16.4,20,Drama,3164
10.6,5,Thriller,400
15.25,1,Action,5414
20,1,Drama,1688
13.8,1,Drama,571
12.8,1,Drama,3060
26.4,1,Horror,31465
12.2,1,Drama,749
4.2,1,Drama,32745
14.4,1,Adventure,304
7,1,Drama,101
16,8,Drama,2222
3,1,Drama,113
15,20,Drama,68747
12.5,1,Comedy,8053
3,1,Horror,167
16.2,1,Action,15375
3.2,1,Adventure,165
23.6,3,Action,1088
9.2,3,Drama,0
12.2,5,Adventure,152
3.4,3,Adventure,2851
4.6,1,Drama,1654
3.2,1,Drama,57
3,1.6667,Adventure,6949
10.2,3,Drama,370
26,8,Drama,1280
14.6,8,Drama,10774
14.8,1,Comedy,45533
5.4,1,Adventure,66
8.6,1,Drama,119
13.25,1,Comedy,148
8.8,1,Drama,2736
1.25,1,Horror,1516
1.2,1,Adventure,3787
18,3,Adventure,5298
4.8,1,Drama,13126
10.4,1,Horror,1252
20.2,1,Drama,9847
3.25,20,Adventure,39
10.2,1,Adventure,19232
2.4,3,Drama,218519
2.4,5,Horror,165
4.8,10,Comedy,1738
6.6,1,Action,0
5.6,1,Fantasy,19257
15.4,30,Adventure,2319
7.4,1,Adventure,68
6.2,1,Adventure,10659
2.8,1,Drama,1106
7.6,1,Comedy,26791
5.6,3,Drama,1993
20,3,Horror,944
18,20,Adventure,24352
12,1,Drama,21315
28,1,Thriller,559
16.6,20,Adventure,4437
22,1,Adventure,3879
4.2,1,Horror,389
13,1,Adventure,7559
16.4,1,Fantasy,24236
2.8,1,Horror,1133
6.6,1,Drama,67
11.2,3,Comedy,285
15.2,1,Drama,823
7.2,1,Drama,9345
3,20,Drama,122
14,10,Drama,654
5.75,20,Comedy,2017
14.4,20,Drama,188
4.2,1,Horror,66
17,1,Drama,4336
1,1,Documentary,1299
1.4,1,Adventure,201
24.2,5,Drama,63293
26,5,Drama,35905
14,20,Drama,5475
22,30,Drama,254880
4.8,1,Drama,138
14.4,1,Drama,1170
22,1,Drama,8330
13.8,5,Horror,485
8.8,20,Drama,1453
14.6,5,Drama,37
12.4,1,Horror,128
3.25,1,Horror,2179
12.4,30,Fantasy,509
5.8,1,Drama,3405
8,1,Comedy,649
4.2,1,Horror,236
22.2,1,Adventure,3646
1.75,1,Animation,7523
4.4,1,Horror,250
10.2,1,Adventure,8919
12.8,3,Comedy,129
16,1,Adventure,184
22.2,20,Action,6075
13.2,1,Adventure,1156
15.2,1,Horror,1737
8,1,Horror,68
4.8,20,Comedy,140
10.2,10,Action,41
12.6,1,Drama,2816
18,8,Drama,204
8.6,1,Fantasy,186
12.2,1,Adventure,213
16.6,20,Drama,1710
10.6,1,Adventure,1090
10.8,20,Action,2275
26.2,1,Adventure,1376
8.4,1,Adventure,61
16,1,Comedy,52
5.6,2,Documentary,1767
5,1,Drama,969
8.5,1,Fantasy,340
8.6,2,Drama,758
24,30,Thriller,35057
6.8,1,Horror,297
14.2,20,Comedy,4814
4.8,1,Drama,306
18,1,Adventure,3828
16.2,3,Comedy,5408
6.8,1,Comedy,912
17.2,5,Horror,594
7.4,1,Comedy,343
22.4,1,Thriller,201
20.2,1,Adventure,9358
20.2,10,Horror,9200
6.2,10,Thriller,2687
10.8,5,Drama,169
8.5,1,Horror,974
6.8,3,Drama,102179
22,8,Comedy,1637
7.3333,20,Adventure,442
21,30,Drama,105
4.8,30,Adventure,161
6.6,1,Adventure,78
1,10.5,Drama,3940
1.5,10.5,Drama,3297
4.2,1,Fantasy,68
14.2,20,Mystery,349
5,10,Horror,83
4.2,3,Horror,724
10.25,3,Horror,0
18.2,20,Drama,3287
4.5,10,Documentary,34861
20.2,1,Action,136
7.8,30,Action,192
8.2,1,Comedy,337
14.4,3,Comedy,2497
10.6,5,Drama,310
4,1,Action,30
5.2,5,Adventure,207
4.8,3,Comedy,261
16.4,1,Comedy,10652
4.6,5,Adventure,0
8.25,20,Drama,529
16.2,1,Drama,116
5.4,1,Fantasy,444
18.2,2,Comedy,134
12.6,11.5,Animation,12923
3.6,1,Comedy,478
1.6667,20,Horror,1537
2.6,1,Fantasy,169
12.4,20,Adventure,601
12.6,1,Drama,462
6.6,1,Comedy,75
20,10,Drama,2823
6.8,20,Comedy,2132
12.2,20,Drama,1645
6,20,Comedy,5432
18.2,5,Comedy,1099
15.25,5,Action,98
3,1,Adventure,1155
11,1,Adventure,329
8.2,1,Adventure,41
3,1,Adventure,253
6.8,1,Western,416
9.4,1,Comedy,173
12.2,5,Fantasy,145
10.4,1,Horror,80
14,1,Adventure,1412
5.6,1,Drama,82
12.2,3,Comedy,450
8,20,Drama,43
6,10,Fantasy,1160
20,8,Fantasy,178
1,3,Drama,798
5.8,20,Horror,535
6.6,1,Horror,45
3,5,Adventure,0
20.2,1,Drama,60342
17.2,8,Fantasy,1198
28,1,Adventure,4819
5,1,Drama,340
14.4,1,Comedy,450
7.3333,20,Comedy,8140
26,1,Comedy,33663
18.6,1,Drama,5377
1,1,Animation,8350
17.6,1,Comedy,1823
7,1,Adventure,512
18,1,Comedy,723
5.4,20,Fantasy,147
12,3,Drama,1863
2.75,20,Drama,22203
8.25,1,Adventure,281
18,1,Comedy,3410
20.25,3,Drama,2309
8.4,8,Horror,895
2.4,1,Adventure,35918
9.6,1,Drama,2328
1,3,Drama,689
32,20,Action,21625
12.4,1,Adventure,1211
18,1,Drama,11052
16.2,1,Comedy,47854
12.2,1,Horror,345
16,1,Adventure,14477
19,5,Adventure,15525
17,8,Horror,2025
1,3,Comedy,0
9,1,Adventure,3970
8.6,1,Action,165
16.2,1,Action,125
10.4,20,Western,1253
15,20,Drama,15118
12.2,20,Drama,2051
5.6,1,Fantasy,89
6.6,10,Drama,1437
6.8,1,Drama,3785
8.8,1,Drama,58
13.6667,1,Drama,12537
8.8,30,Action,101305
20.2,5,Adventure,17852
24.4,30,Comedy,6296
24,1,Drama,12531
20,1,Adventure,262
6.8,1,Horror,398
4.8,3,Drama,12406
14.8,1,Animation,609
9,1,Drama,1358
16.2,1,Comedy,762
1.6,1,Drama,560
20.2,1,Action,493
8.6,1,Horror,70
24,1,Comedy,1003
10,30,Fantasy,150
1.4,1,Drama,1305
12.2,8,Drama,10676
26,1,Comedy,3224
3.6,1,Comedy,736
10.5,1,Comedy,0
28,30,Drama,2324
1.4,1,Drama,2359
16.2,30,Drama,5130
7,1,Animation,9971
8.2,1,Adventure,568
10,1,Comedy,53
9.6,1,Comedy,1284
9.2,1,Action,11104
13.6,1,Adventure,1119
16.2,5,Horror,517
14,1,Adventure,171
14.2,1,Fantasy,13279
12.2,1,Adventure,158
5,3,Drama,455
16.4,1,Adventure,199
18.6,1,Comedy,26
5.6,1,Action,747
14.8,1,Drama,571
10.6,1,Comedy,633
20,8,Action,255
8,20,Drama,208
22,1,Adventure,2712
8.6,1,Action,91
7.8,1,Comedy,771
19,30,Drama,1683
15.8,1,Adventure,8592
2,1,Adventure,134
3,1,Animation,801
16.8,5,Action,127
22,3,Drama,1136
14.4,20,Action,431
3.6,1,Comedy,437
15.25,30,Comedy,114
4.8,7.3333,Adventure,553
13,1,Western,261
9.6,1,Action,7954
4.2,20,Drama,1493
14.6,5,Drama,10149
11.6,1,Horror,4416
14.2,30,Adventure,22
2.6,3,Adventure,30
8.8,3,Action,393
1.2,8,Drama,548
6.6,1,Fantasy,352
16.2,3,Action,500
5.4,1,Drama,1516
14.6,1,Adventure,111
28,10,Adventure,4195
18,1,Adventure,896
11.2,20,Adventure,3412
8.6,1,Drama,2095
14.4,20,Horror,119
26,20,Drama,5643
15.8,20,Adventure,606
10.4,5,Comedy,137
27.6,1,Drama,3690
4.2,1,Fantasy,4293
10.4,1,Fantasy,64
1.2,1,Drama,0
10.2,3,Action,162
13,1,Comedy,5040
1.8,1,Adventure,4460
6.6,1,Action,4673
17.6,3,Drama,30586
6,1,Thriller,488
12.2,1,Drama,26982
15.25,1,Thriller,897
2.8,1,Music,23623
22,8,Adventure,2248
4.8,20,Fantasy,834
1,1,Drama,534
4.8,1,Drama,4369
17,20,Drama,13071
5.2,3,Comedy,998
19,1,Comedy,109
26.6,1,Drama,985
22,20,Comedy,2001
23.6,1,Adventure,155
11.2,1,Comedy,1105
9,3,Animation,22798
9.6,5,Fantasy,890
5,1,Drama,1048
2.4,1,Adventure,91
11.8,1,Comedy,31
18,30,Drama,875
18.2,1,Drama,1016
10.8,1,Comedy,154
4.8,5,Comedy,26678
27.6,30,Adventure,148397
8.8,1,Drama,3608
6.8,10,Horror,63
16.8,3,Fantasy,4835
22,30,Drama,257
24.4,3,Drama,72180
12.6,8,Drama,21910
14.8,1,Comedy,1169
16.2,1,Drama,8190
9.8,1,Adventure,4361
11.8,8,Comedy,7075
20,1,Fantasy,439
18.4,20,Drama,2631
14.2,1,Drama,5392
16.2,4.8,Adventure,1012
11.6,1,Fantasy,67
8.4,20,Horror,505
13.6,3,Drama,1101
22.2,1,Adventure,25865
4.2,1,Drama,54386
10.6,3,Adventure,976
8,1,Documentary,615
2.4,1,Adventure,17106
5.75,1,Animation,112
8.4,3,Action,0
6,1,Drama,98
14,1,Drama,35
4.6,1,Comedy,272
19.6,3,Adventure,41509
6,1,History,5188
10.6,1,Drama,53
11.6,1,Drama,62
1,10,Horror,164
7.8,1,Comedy,51
6.4,3,Action,100
22.2,20,Adventure,2723
3.6,1,Drama,306
9.4,3,Adventure,81965
10.75,1,Comedy,121
6.8,1,Adventure,684
6.8,1,Adventure,135
24.4,1,Adventure,10159
16.2,1,Drama,375
10.6,20,Drama,278073
9,3,Drama,2865
1,30,Animation,122550
26.6,1,Drama,25918
18.4,1,Adventure,22713
34,20,Adventure,125866
24.6,20,Adventure,195235
11.2,1,Drama,6542
4.8,1,Comedy,0
5.75,1,Drama,10956
13.4,30,Drama,3470
27.5,1,Drama,924
11.8,1,Drama,116
16.6,1,Drama,51
8.2,10,Horror,126
16,8,Horror,648
4.8,20,Comedy,570
18,20,Drama,7444
10.6,1,Comedy,0
1,1,Drama,200
24,5,Fantasy,6388
20,1,Drama,16756
28,3,Comedy,1296
30,6.2,Drama,62237
10.5,25,Drama,11116
2.8,1,Drama,496
9,1,Adventure,139
8.6,1,Horror,492
1,5.5,Adventure,1126
1,4.5,Adventure,940
12.8,2,Adventure,2705
6.4,1,Comedy,496
20,5,Drama,157
19.6,3,Drama,339
17.6,1,Comedy,12009
8.6,1,Drama,283
14,1,Drama,224
18.6,1,Comedy,93
14.6,1,Drama,223
12,1,Comedy,309
10.4,1,Drama,573
14.4,1,Comedy,24
3.4,20,Horror,68
9.2,1,Action,57
24,30,Drama,1674
6.8,20,Comedy,0
4.6,1,Drama,349
10.4,1,Adventure,207
14.2,1,Adventure,72
4,3,Action,0
6.8,1,Adventure,133
7.2,1,Drama,201
6.6,20,Adventure,0
7,8,Action,160
8.6,20,Action,20
16.2,1,Drama,193
8.6,20,Comedy,608
14.2,1,Music,3431
6.75,1,Adventure,79
21,5,Thriller,246
16.2,1,Comedy,134
8,1,Comedy,35
10,20,Comedy,918
6.8,1,Drama,6946
1.25,3,Comedy,1288
20,1,Animation,7587
24,8,Drama,9197
10.8,1,Adventure,1891
11.2,1,Drama,2752
4.25,1,Documentary,139
10.4,1,Drama,2465
8.6,5,Drama,48
7.6,1,Adventure,717
8,1,Drama,0
18.8,1,Drama,5018
4.8,8,Horror,2025
26,5,Action,24237
19,1,Action,7696
12.8,20,Adventure,51784
10.8,1,Action,6306
1,4.6667,Horror,621
5,20,Adventure,0
16.6,1,Drama,2481
8.8,1,Drama,202
12.75,3,Drama,414
16.2,1,Drama,1571
20.2,1,Drama,11960
12.4,1,Drama,13322
3,1,Drama,0
6.6,8,Drama,0
6.4,1,Drama,676
1.2,3,Comedy,62
25,1,Drama,4886
3,1,Action,0
11,1,Action,66
2,8,Adventure,245
8,3,Comedy,1529
20,8,Comedy,863
18,5,Comedy,128
34,1,Drama,1135
24,30,Action,47659
6.8,1,Action,15308
1.4,1,Drama,138
18,1,Adventure,1849
12.6,1,Drama,7561
15,1,Drama,226
10.5,5,Drama,25
16.2,1,Horror,3928
1.8,1,Horror,3429
8.25,30,Drama,32429
18.2,1,Fantasy,75
24,1,Drama,1736
1,3,Fantasy,192
22,1,Drama,1599
12.4,1,Adventure,3403
6.8,20,Comedy,3355
20.2,1,Comedy,808
24,30,Drama,796
20.2,1,Drama,1634
13,1,Action,210
10.4,20,Drama,5322
13.2,10,Action,1304
1,3,Drama,22288
12.2,8,Adventure,5074
3.2,3,Comedy,0
12.4,1,Comedy,97
12.2,1,Comedy,893
10.5,8,Adventure,282438
1.3333,1,Documentary,130
1,1,Documentary,237
1,1,Crime,496
7.75,20,Documentary,2664
14.2,1,Drama,95
10.6,5,Comedy,22
3.2,20,Drama,912
14.4,3,Comedy,10089
9.2,5,Animation,75
17.2,1,Adventure,34317
26,5,Drama,8618
16.8,1,Comedy,3185
20,1,Drama,11545
2.4,1,Action,185
1,1,Adventure,45
24,8,Drama,3023
1.25,3,Drama,19138
8.6,30,Drama,838
15,1,Drama,2072
20.2,20,Thriller,53083
22,1,Action,16813
2.5,1,Animation,561
11,1,Action,6331
6.6,1,Drama,1688
4.4,1,Horror,2987
18.2,30,Adventure,69202
10.4,3,Comedy,971
14.6,1,Fantasy,11488
13.2,1,Thriller,11812
4.8,1,Comedy,66
8.6,3,Drama,317
5.2,1,Comedy,1694
10.4,1,Action,1683
20,1,Action,165
12.8,1,Drama,716
10.4,1,Comedy,874
26,1,Fantasy,377
4.8,1,Drama,2327
30,1,Documentary,255
2.6,3,Fantasy,143
16.5,1,Horror,40864
16.2,3,Horror,77
14.6,3,Adventure,4927
12,3,Drama,82
15.6,1,Adventure,841
22.4,1,Drama,205
20,20,Drama,976
5.75,5,Horror,278
18.2,5,Adventure,163
26,1,Drama,832
16.4,1,Comedy,2284
6.6,20,Adventure,1037
12.2,1,Adventure,13838
7,20,Adventure,0
1.4,1,Comedy,0
5.5,1,Drama,64
14.6,8,Drama,2878
17.4,1,Documentary,482
2.4,8,Adventure,3269
9.8,20,Drama,0
1,1,Drama,0
1,4.5,Animation,464
10.4,1,Drama,42308
3,1,Drama,64
5,1,Comedy,257
12.2,1,Drama,929
2.8,1,Comedy,57
13.5,3,Drama,1248
21.6,1,Comedy,4170
8.2,20,Drama,3088
2.4,1,Thriller,66
7,30,Fantasy,119283
10.4,20,Drama,90
14.8,1,Animation,428
8.8,3,Comedy,235
14.4,1,Drama,227
8.8,1,Comedy,0
10.4,30,Drama,50
6.25,1,Comedy,397
8.4,3,Drama,7958
3.8,1,Drama,394
6.6,20,Adventure,0
11.2,1,Adventure,52
10.2,1,Adventure,187
14.8,20,Horror,3464
12,1,Drama,1196
37.6,30,Drama,56636
3.75,1,Action,3438
26,20,Action,18919
20.6,1,Adventure,61991
6.8,1,Horror,2893
18.2,20,Drama,7786
1.8,3,Drama,316
8.4,1,Drama,390
22,1,Drama,1540
16.6,1,Comedy,99
22.6,1,Adventure,5597
8.25,3,Drama,0
1,1,Drama,56
1,8,Drama,100
8.4,1,Fantasy,0
24,30,Drama,70095
9.2,1,Adventure,251
14,1,Drama,108
3.75,20,Western,102
12.2,1,Drama,944
17,1,Drama,437
17,1,Action,2725
8,3,Drama,100
1.2,1,Adventure,38
5.2,3,Drama,137
24,1,Drama,14649
1.5,8,Adventure,0
8.8,1,Fantasy,537
16.2,1,Adventure,21
5,1,Drama,202
1.8,30,Documentary,525
12.6,1,Drama,8328
8.4,1,Drama,6279
16,30,Drama,954
5.2,1,Drama,82
17.6,1,Drama,2598
2.75,1,Comedy,321
28,20,Comedy,803
18.6,1,Drama,1077
4.6,1,Comedy,66
11,30,Horror,67625
18,1,Adventure,803
10.8,1,Drama,792
3,1,Comedy,53
3.6,1,Drama,8697
7,8,Comedy,247
12.25,10,Drama,28
1,3,Action,79183
14.4,30,Drama,12226
5.5,1,History,4269
15.8,1,Drama,791
20.2,1,Drama,7672
1,1,Adventure,172
2.8,1,Fantasy,127586
5.5,1,Drama,36215
6,8,Drama,1732
4.6,1,Adventure,1997
1,1,Drama,2834
10.6,1,Drama,26
14.2,1,Fantasy,1625
12.5,1,Horror,1825
1.8,8,Thriller,14453
9.4,3,Comedy,536
1.2,1,Drama,188
18,20,Adventure,354094
22,20,Adventure,199611
5,1,Drama,515
11,1,Drama,42
22,1,Adventure,12020
16,1,Comedy,314
24.4,1,Drama,3991
6.4,1,Drama,0
11.4,8,Fantasy,19034
4.6,1,Drama,590
6.8,20,Adventure,293
10.4,1,Comedy,344
1.2,5.5,Drama,26011
7,1,Fantasy,90
18.4,1,Fantasy,170
6.6,1,Fantasy,2847
17.2,8,Drama,422
16.2,1,Drama,8969
20.6,1,Drama,918
11.2,1,Documentary,0
1.5,1,Documentary,654
1,1,Documentary,73
1,1,Drama,9129
12.2,1,Adventure,63
14.2,3,Drama,387
12,1,Drama,940
12.4,20,Adventure,757
24,1,Comedy,29233
18.6,1,Drama,3369
9.4,1,Drama,804
18.2,1,Drama,2137
2.4,10,Drama,934
23.6,1,Drama,735
8.25,1,Adventure,376
5.8,1,Horror,1306
24.2,3,Drama,15676
10.4,1,Adventure,0
10.4,1,Action,93
7.2,8,Adventure,55
12.2,1,Comedy,22
3.4,1,Comedy,34
10.4,1,Adventure,266
4.8,3,Action,47
1.2,1,Drama,128
5.6,3,Drama,411
8.4,1,Action,1117
20.4,5,Drama,615
11.4,3,Drama,0
10.4,1,Adventure,4878
4.6,1,Drama,2635
19,1,Adventure,3027
10.8,1,Action,278
