@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4-7'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute box_office numeric

@data
8.375,1,Adventure,17800000
22.2,20,War,26828365
20.6,1,Fantasy,21126225
2.75,1,Horror,18686644
1.2,1,Adventure,328203506
24,1,Drama,1151330
10.8,1,Drama,109502303
22,3,Drama,49111202
21,5,Action,237202299
23,1,Comedy,37691644
16,8,Horror,29907685
21,3,Drama,4777465
16.6,1,Comedy,18564702
20,20,Drama,20085825
22.75,8,Adventure,30303072
8.4,1,Drama,4678405
22,20,Drama,69959751
11.2,30,Fantasy,42285169
11.4,1,Comedy,9056073
7.6,30,Drama,4386236
16.6,1,Drama,25224242
15,20,Adventure,25303038
22.6,5,Action,147080413
14.2,1,Horror,38755073
12.4,1,Comedy,79082515
10.6,1,Adventure,29300000
20.6,20,Comedy,162966177
24,3,Fantasy,131426169
1,1,Horror,21722776
15.2,20,Drama,42064105
1,1,Horror,36690067
6,1,Horror,32
1,1,Horror,21930418
18,30,Action,141407024
19.6,20,Adventure,330579719
22,1,Action,159055768
26,20,Drama,351692268
18.4,30,Fantasy,248118121
16,1,Thriller,12706478
14.6,1,Comedy,41098065
18.2,1,Thriller,82800000
15.2,1,Comedy,95673607
34,1,Adventure,56422687
9.4,1,Adventure,86865564
8.5,1,Drama,114194847
8.8,1,Drama,27610873
13.8,3,Adventure,41480851
15.6,20,Comedy,204999686
10.6,3,Comedy,8266343
15.8,1,Drama,1060056
14.4,1,Drama,10541523
6.4,1,Comedy,3572443
24,20,Action,315156409
20.8,1,Drama,7535331
22,3,Comedy,77516304
14.2,1,Drama,39053061
11.25,1,Comedy,4217115
9.6,20,Fantasy,26810113
12.4,8,Drama,13411957
14.4,3,Comedy,38505009
1.6,1,Comedy,6463286
6.8,3,Horror,69623713
5,1,Comedy,38368909
20.4,8,Drama,250649836
38,30,Action,207283925
26,10,Drama,206678440
16.2,1,Comedy,40203020
20.4,30,Adventure,335062621
8.25,1,Adventure,264218220
6.4,1,Comedy,76341401
14.2,20,Adventure,631442092
8.6,20,Comedy,4630045
5.6,20,Drama,381420
12.75,1,Drama,91038276
7.2,5,Fantasy,51376861
10.4,1,Adventure,29762011
17.6,1,Horror,56870414
19.6,1,Adventure,17300889
16.2,3,Horror,5624282
14,1,Drama,3338228
1,8,Drama,76286096
24,1,Drama,154648887
5.2,1,Comedy,19000000
28,20,Animation,384335608
28,3.3333,Adventure,218613188
13.8,20,Adventure,238227
12,1,Drama,17807569
18.6,1,Drama,5879254
8,8,Action,17307019
17.6,1,Drama,36850101
16.2,1,Drama,178051587
18,20,Drama,105173115
8.6,20,Adventure,9873044
6.4,1,Action,20603715
12.6,1,Action,49042224
11,1,Action,70611210
10.4,1,Horror,72527595
12.6,1,Drama,113309743
11.2,20,Comedy,165335153
20.2,20,Drama,116672912
14.6,1,Drama,78382433
1,1,Horror,27762648
20,1,Adventure,19075720
16,2,Comedy,141069860
20,20,Action,102000000
17,30,Drama,102825796
21,8,Drama,41237648
22,1,Adventure,85498534
20.25,1,Comedy,38058335
5.2,10,Comedy,6538177
18,1,Horror,28650575
16.6,1,Drama,11772461
14,1,Animation,37384046
28,1,Adventure,55181129
16.2,3,Animation,72779000
5,1,Drama,180000000
24,5,Drama,30526509
13.2,3,Drama,91974818
7.2,3,Adventure,21353303
10.6,3,Drama,42647449
18.2,1,Comedy,177371441
11,1,Action,31070211
9.6,30,Adventure,17626234
20.2,8,Action,22944502
16.4,1,Comedy,40442437
20.2,20,Animation,260696994
23,5,Comedy,55003135
9.2,10,Comedy,62134225
12.2,1,Comedy,49797148
17.2,1,Action,195268056
21.6,1,Fantasy,211989043
13,20,Fantasy,56681566
14.4,20,Adventure,7177143
20.4,1,Drama,1841260
9.8,20,Adventure,37597471
1,20,Comedy,3833507
14.2,3,Drama,14655628
26.2,1,Drama,16856124
8.4,1,Drama,84146832
12.4,1,Horror,1109660
12.6,1,Adventure,27900000
17.6,20,Comedy,47231070
18,10,Adventure,69834815
18,1,Adventure,23937870
3.4,20,Drama,7433663
14.2,1,Comedy,56070433
12.8,1,Animation,314432665
18.2,8,Fantasy,144
2.6,5,Comedy,19179969
17,3,Drama,17833000
10.4,20,Adventure,107944236
1.4,10.5,Animation,82424789
10.6,1,Adventure,118063304
16,10,Horror,19294901
14.4,20,Fantasy,41382841
3,1,Horror,29999213
8.75,30,Drama,42724017
23,5,Horror,14010832
10.8,1,Horror,3500000
8,1,Fantasy,42721196
14.4,1,Fantasy,377350553
6.6,1,Comedy,110996879
18.4,1,Drama,113006880
20,1,Action,66673516
22.2,5,Drama,95714875
14,1,Fantasy,38159905
18,20,Action,50871113
8.6,1,Music,62646763
18.6,8,Comedy,9898412
15.75,1,Drama,59192128
10.6,1,Comedy,6086508
18.6,1,Comedy,50817508
5,1,Action,9584131
26,20,Adventure,66976317
14.6,30,Action,76932943
13.2,1,Drama,52322400
16.4,3,Horror,66966987
16.2,20,Adventure,147934180
18,1,Adventure,53898845
8.4,3,Drama,46442528
22,5,Adventure,42277365
13.4,1,Horror,1675484
20.4,8,Drama,108047131
10.8,8,Horror,68766121
18.2,1,Comedy,61112916
12.4,1,Drama,6735922
8,1,Horror,27105095
6.4,1,Horror,658573
4.6,8,Horror,44793222
7,1,Comedy,48548426
14.4,5,Action,14334401
5.8,1,Adventure,5989640
1,1,Comedy,1752038
13.4,1,Drama,35509515
7.2,1,Adventure,20342161
7,1,Horror,10047674
8.8,1,Drama,11992014
21.6,8,Fantasy,96455697
5.75,30,Drama,2500000
2,1,Drama,5331377
3.4,1,Adventure,55675257
10.4,1,Adventure,20256975
8.2,1,Comedy,11449638
7,3,Adventure,18564613
4.6,20,Drama,46616067
7.75,1,Horror,3813293
2.8,20,Horror,72500000
16.4,10,Drama,3468572
6.8,8,Action,10166459
8.8,1,Action,30050028
8.6,1,Adventure,79817939
10.4,1,Fantasy,300135367
30,20,Adventure,623933331
24,3,Drama,54586584
9.4,20,Adventure,415686217
9.4,20,Comedy,42039085
14.6,3,Drama,18671317
3.25,20,Animation,211343479
12.2,1,Drama,117575636
10.2,1,Drama,76488889
10.2,1,Drama,8349430
14.2,1,Fantasy,6455530
16,3,Comedy,39267515
24,8,'Science Fiction',13100000
18,10,Thriller,6682098
6.2,20,Comedy,31672907
5.2,3,Comedy,55600000
13.2,1,Drama,90753806
24.2,8,Adventure,80916492
2.8,3,Horror,22168359
2.8,3,Drama,14743391
9.2,1,Horror,32101000
12.2,1,Drama,27575086
10.5,1,Adventure,15360553
10.6,1,Action,46044400
6.6,1,Documentary,29
3.2,1,Drama,21750000
22.2,1,Drama,177259441
16.6,1,Comedy,8762890
20,1,Drama,17600000
16,1,Adventure,44352417
19,1,Action,101624843
12.4,3,Drama,367638
20,11.5,Adventure,494878759
21.6,1,Adventure,752600867
20,3,Animation,1066969703
32,20,Adventure,449326618
12.2,30,Adventure,318502923
18.6,1,Drama,53825515
6.6,20,Animation,267045765
24.4,1,Adventure,50877145
18,20,Drama,233093859
14.2,20,Comedy,225990978
22,1,Fantasy,212874442
18.4,1,Adventure,72178895
8.2,1,Horror,16624456
18.4,1,Drama,118880016
3.6,1,Fantasy,16290976
10.25,3,Fantasy,58000000
12.4,5,Horror,19165560
5.5,1,Drama,3263585
10.6,5,Comedy,4505922
18.4,1,Drama,22921898
10.5,19,Action,14697005
1,1,Horror,19472057
4.8,5.5,Animation,163644662
22,1,Drama,41227069
7.6,3,Drama,45000000
1,1,Comedy,125728258
16,20,Adventure,62000000
8.8,1,Fantasy,53587404
1.25,1,Fantasy,206871
12.4,1,Drama,20710451
6.8,20,Drama,30400000
5.2,1,Action,16157801
9,20,Comedy,63710000
2.8,1,Horror,19170001
4.4,1,Horror,14000000
3.6,1,Horror,15
11.8,1,Drama,426224
14.2,8,Horror,35300645
14.6,1,Adventure,96773200
11,5,Horror,14144000
10.2,1,Horror,50041732
20.2,1,Drama,202292902
25.6,1,Comedy,68729358
28,1,Comedy,103166989
22.2,20,Adventure,46471023
30,40,Drama,75993061
24,1,Drama,7002261
16.6,1,Drama,161451538
12.4,1,Drama,30177511
7,1,Adventure,41092328
16.2,1,Adventure,128000000
11.8,1,Comedy,124914842
8.4,20,Drama,85313124
10.4,20,Adventure,152022101
8,5,Fantasy,110230332
1.4,8,Horror,30000000
6,20,Drama,74787599
15.25,1,Adventure,87840042
15,8,Drama,49114016
2.4,1,Adventure,29950000
1.8,20,Adventure,10400000
3.2,1,Animation,93600000
16,1,Comedy,8946237
6.2,1,Horror,38903179
4.6,1,Action,78247647
7.6,8,Horror,10611160
5,1,Horror,15738769
13.25,1,Drama,2724474
14.2,1,Drama,3148182
5,3,Drama,24911670
12.4,1,Action,10667893
7.2,1,Drama,21001563
5,1,Comedy,31611225
17.8,1,Action,6416302
10.4,1,Drama,64088552
8.6,3,Fantasy,13878334
4.8,4.5,Adventure,40766041
10.2,10.5,Horror,14828081
18.2,20,Drama,36037909
17.6,20,Adventure,23159305
10.4,20,Drama,3193102
6.6,1,Drama,13
11,1,Drama,177841558
16.2,1,Drama,73956241
7.75,1,Comedy,65535067
14.2,5,Drama,21706101
12.2,1,Comedy,40693477
1.2,20,Drama,33946224
5.2,1,Comedy,46434570
6,1,Comedy,50752337
10.6,1,Drama,5632086
7.6,30,Drama,63513743
13.8,1,Drama,11390479
20.8,3,Drama,413454
8.8,1,Comedy,33526835
13.4,1,Drama,2000000
12.4,3,Drama,7563728
24,1,Action,40452643
21.6,3,Drama,11081586
7.75,1,Fantasy,810455
14.2,30,Drama,32255440
5.75,1,Fantasy,27281507
8,1,Comedy,118243066
9.8,1,Fantasy,39514713
12.5,20,Comedy,11285588
10.6,1,Comedy,11585483
5,1,Adventure,305070
18.2,1,Drama,50021959
1,1,Drama,7294403
20.4,1,Drama,19412993
10.8,1,Comedy,54999651
8.8,1,Comedy,59827328
10,1,Drama,22201636
18.2,20,Action,54744738
15.8,1,Drama,53854588
20.2,8,Adventure,71000000
11.8,3,Comedy,183611771
28,20,Action,73762516
1.8,3,Fantasy,24707633
14.4,1,Adventure,100076342
4.25,1,Horror,21200000
20,3,Comedy,10571408
17,20,Drama,15705007
17.2,1,Drama,7825000
4.2,5,Adventure,38956288
7.2,8,Horror,10
12.4,30,Drama,1862805
12.4,3,Adventure,76432727
9,30,Drama,24760338
9.6667,1,Drama,18130888
11,1,Fantasy,46264384
1,3,Thriller,12376563
9.2,1,Thriller,21709020
2.75,20,Comedy,18479
24.6,8,Comedy,114663461
24,10,Drama,29506464
15.6,17.5,Animation,603900354
28,20,Adventure,524028679
15.6,1,Fantasy,7033683
10.4,1,Adventure,346079773
12.6,1,Drama,10382407
15.6,20,Drama,10300000
8.6,10,Drama,34416893
7.4,1,Adventure,44065653
13.2,1,Adventure,28921264
6.2,1,'Science Fiction',17374595
26,1,Adventure,6585516
11.4,1,Animation,100138851
6.6,1,Fantasy,17917287
9,1,Action,14048372
1,3,Documentary,2666118
13,1,Adventure,19924033
13.2,20,Drama,12195695
8.6,8,Adventure,14393902
30,1.6667,Animation,367275019
1.4,1,Comedy,28200000
15,1,Drama,68106245
16.25,3,Drama,17200925
24.2,3,Thriller,260562
21.6,1,Drama,33771174
10.6,1,Animation,354248063
12.2,1,Drama,20627372
6.6,1,Horror,34725000
12.2,1,Horror,33000337
8,1,Horror,44196684
12.4,3,Adventure,75000000
11,3,Comedy,28061343
22.2,10,Drama,61347797
16,5,Action,114660784
14.6,1,Comedy,30411183
17.8,1,Drama,32287044
4.8,30,Fantasy,41323171
9.8,1,Adventure,121975011
11,20,Drama,75781642
7,3,Drama,3826459
13.5,3,Action,30399676
6.5,3,Action,27540561
9,20,Action,18814720
14.8,1,Drama,56489558
14.6,5,Comedy,129042871
15.8,1,Drama,35856053
12.6,1,Drama,1569918
15.8,8,Drama,34234008
4.8,1,Drama,27379978
11,30,Comedy,28215918
15.2,1,Drama,136706683
1.8,8,Adventure,10037390
5,1,Comedy,23430766
12.2,3,Drama,55707411
13.8,15.5,Action,39768000
8.6,1,Action,46236000
7.8,30,Action,67642693
6.8,1,Drama,13839404
16,1,Drama,25000000
8.6,20,Action,390659
7.2,1,Fantasy,37962774
14.4,10,Action,201596308
13.2,1,Comedy,185991646
4.2,1,Horror,18469680
8.8,1,Horror,82391145
9.4,5,Adventure,46122355
9.8,1,Drama,100489151
20,10,Drama,43848069
4.8,1,Adventure,304320254
12.6,30,Drama,17637950
1,1,Horror,14400000
14.2,3,Drama,27685016
12.2,1,Comedy,132675402
2.8,1,Action,8135031
7,20,Drama,22955097
7.6,20,Animation,521311860
9.8,1,Drama,2807390
18.2,20,Drama,100860818
14.6,1,Drama,1568749
9.2,3,Adventure,1614266
8.8,10,Drama,16929123
1.4,1,Adventure,87400000
10,1,Action,8009329
2.8,3,Drama,5271666
14.2,1,Drama,11098131
9.6,1,Comedy,164433867
6.8,3,Drama,12484444
20,1,Drama,29027914
12.8,20,Animation,68514844
15,1,Action,46546197
20.2,20,Fantasy,173398518
14.6,20,Action,20298207
1.2,8,Horror,4367497
11,1,Adventure,22611954
10.6,30,Adventure,70687344
6.8,1,Drama,10626725
8.4,1,Adventure,90614445
20,1,Drama,117615211
18.2,20,History,25819961
11.4,1,Drama,43000000
14.2,1,Drama,12520799
8.6,30,Drama,31800000
8.2,1,Adventure,15073942
11.4,1,Fantasy,182290266
8.8,1,Comedy,22179430
2.8,1,Comedy,13620075
10.2,1,Comedy,84601681
10.8,1,Adventure,69631118
17.6,20,Adventure,586090727
4,2,Drama,26518355
4.8,1,Drama,20471382
5.2,1,Action,17277
7,20,Drama,23689877
12.6,3,Drama,8708932
9,20,Horror,38748395
5.2,20,Horror,29359216
8.8,20,Comedy,26713187
22,3,Drama,42792561
5,1,Action,11875866
13.25,1,Adventure,25000000
6.8,40,Drama,64892670
14.2,1,Fantasy,176104344
7,1,Fantasy,14000000
3.4,30,Horror,13940383
14.2,30,Fantasy,33459416
14.4,30,Drama,10609321
10.4,20,Fantasy,10631333
22,10,Drama,13681765
18.2,1,Drama,95904091
12.4,1,Adventure,51702483
22,1,Drama,36779296
2.8,1,Drama,18000000
4.2,1,Adventure,186053725
16.4,1,Drama,36642838
12.4,1,Adventure,6482195
10,1,Comedy,11439193
16,1,Drama,8279017
11.75,1,Adventure,34327391
22.2,5,Drama,7060876
10.4,1,Action,79958599
14.2,10,Comedy,19351569
10.6,1,Action,61947267
1,3,Action,8826094
1.6,1,Fantasy,51000000
1.8,20,Drama,4059673
8.6,1,Drama,150277
5.6,1,Animation,84300000
8.6,1,Comedy,67308282
5,3,Horror,1115493
10.4,1,Horror,17092453
1.8,1,Adventure,3981000
20.6,5,Thriller,2395231
13.4,20,Adventure,28900000
9.2,1,Action,58795814
1,1,Horror,14237000
16,1,Drama,3484331
10.4,3,Drama,3221568
2,3,Drama,1500000
14.4,1,Thriller,23
14.4,1,Documentary,109000000
7,1,Adventure,29800000
14.6,1,Drama,40270895
10.8,5,Drama,47624253
10.4,1,Adventure,30987695
12.25,1,Animation,21288692
4.6,1,Horror,69136
8.8,1,Horror,373967
2,1,Adventure,1
15,1,Animation,51053787
10,3,Horror,15116634
1,5.5,Adventure,68411275
15.8,1,Comedy,93375151
10.2,1,Adventure,169956806
10.8,1,Drama,320145693
12,1,Adventure,57500000
12.6,3,Comedy,185260553
9.8,1,Action,117758500
12,1,Adventure,45858563
13.2,1,Comedy,123306987
18.6,1,Drama,52096475
5.8,3,Adventure,126737428
16,1,Drama,190212113
6.8,10,Drama,237113184
24,1,Drama,7532911
11.2,1,Drama,9304609
7,1,Horror,33956608
12,1,Comedy,26488734
6.8,1,Drama,12633747
10.8,8,Drama,4601043
18,1,Adventure,181466833
8.8,20,Horror,78000586
8.6,20,Comedy,11798616
4.8,3,Comedy,4736202
5.6,3,Horror,31899000
10.4,1,Drama,26533200
17.6,5,Drama,115603229
8.8,1,Drama,31559552
1,3,Drama,3432342
11.6,20,Action,36609966
13,1,Adventure,21000000
16,30,Drama,8373585
13,1,Drama,30114487
1.8,5,Horror,13818181
16,5,Drama,27734391
6.4,20,Comedy,45833132
12.2,8,Drama,16017403
11.2,1,Comedy,70100000
14,1,Comedy,30626182
6.4,1,Drama,18472850
1.4,20,Comedy,119500000
11.8,10,Action,50097949
18.6,5,Drama,65470529
8,1,Adventure,13680000
16.4,20,Drama,37317558
10.6,5,Thriller,88036683
15.25,1,Action,84772742
20,1,Drama,35743308
13.8,1,Drama,221303188
12.8,1,Drama,16942795
26.4,1,Horror,122644820
12.2,1,Drama,548039
4.2,1,Drama,72070731
14.4,1,Adventure,14302779
7,1,Drama,79666653
16,8,Drama,74541707
3,1,Drama,4000000
15,20,Drama,95149435
12.5,1,Comedy,29331068
3,1,Horror,40996665
16.2,1,Action,20483423
3.2,1,Adventure,27931461
23.6,3,Action,30016165
9.2,3,Drama,61801971
12.2,5,Adventure,61399552
3.4,3,Adventure,58662452
4.6,1,Drama,13417292
3.2,1,Drama,45610410
3,1.6667,Adventure,29548291
10.2,3,Drama,8112712
26,8,Drama,43545364
14.6,8,Drama,1524966
14.8,1,Comedy,145896422
5.4,1,Adventure,76657000
8.6,1,Drama,42400000
13.25,1,Comedy,46908987
8.8,1,Drama,35763605
1.25,1,Horror,20560255
1.2,1,Adventure,13885802
18,3,Adventure,253625427
4.8,1,Drama,89800000
10.4,1,Horror,11000000
20.2,1,Drama,13001257
3.25,20,Adventure,7900000
10.2,1,Adventure,16671505
2.4,3,Drama,11990401
2.4,5,Horror,5001655
4.8,10,Comedy,7000000
6.6,1,Action,19265302
5.6,1,Fantasy,263591415
15.4,30,Adventure,159212469
7.4,1,Adventure,15826984
6.2,1,Adventure,70992898
2.8,1,Drama,2451545
7.6,1,Comedy,70067909
5.6,3,Drama,24829644
20,3,Horror,37141130
18,20,Adventure,160388063
12,1,Drama,20966644
28,1,Thriller,19870567
16.6,20,Adventure,137783840
22,1,Adventure,50650079
4.2,1,Horror,25533818
13,1,Adventure,23936908
16.4,1,Fantasy,122489822
2.8,1,Horror,34872033
6.6,1,Drama,25024919
11.2,3,Comedy,72179579
15.2,1,Drama,107458785
7.2,1,Drama,1400000
3,20,Drama,17985893
14,10,Drama,8362969
5.75,20,Comedy,11833696
14.4,20,Drama,17380126
4.2,1,Horror,5728953
17,1,Drama,24185781
1,1,Documentary,1723872
1.4,1,Adventure,71215869
24.2,5,Drama,168167691
26,5,Drama,214104620
14,20,Drama,35424826
22,30,Drama,294804195
4.8,1,Drama,34251525
14.4,1,Drama,35000000
22,1,Drama,80154140
13.8,5,Horror,20766616
8.8,20,Drama,10389003
14.6,5,Drama,6700000
12.4,1,Horror,1189315
3.25,1,Horror,63102666
12.4,30,Fantasy,74134790
5.8,1,Drama,84565230
8,1,Comedy,44527234
4.2,1,Horror,17768757
22.2,1,Adventure,57223890
1.75,1,Animation,1600000
4.4,1,Horror,11642254
10.2,1,Adventure,75395048
12.8,3,Comedy,9482579
16,1,Adventure,27053815
22.2,20,Action,71069884
13.2,1,Adventure,51142659
15.2,1,Horror,40846082
8,1,Horror,7316658
4.8,20,Comedy,32648673
10.2,10,Action,65595485
12.6,1,Drama,62548947
18,8,Drama,47951979
8.6,1,Fantasy,189833357
12.2,1,Adventure,30199105
16.6,20,Drama,30536013
10.6,1,Adventure,19300000
10.8,20,Action,89456761
26.2,1,Adventure,17218023
8.4,1,Adventure,49364621
16,1,Comedy,36400360
5.6,2,Documentary,4500000
5,1,Drama,30500000
8.5,1,Fantasy,30524763
8.6,2,Drama,50451307
24,30,Thriller,60222298
6.8,1,Horror,37664855
14.2,20,Comedy,6700000
4.8,1,Drama,86432000
18,1,Adventure,66002004
16.2,3,Comedy,38275483
6.8,1,Comedy,22400154
17.2,5,Horror,8620929
7.4,1,Comedy,41590893
22.4,1,Thriller,54249294
20.2,1,Adventure,86369815
20.2,10,Horror,57891803
6.2,10,Thriller,4500000
10.8,5,Drama,676698
8.5,1,Horror,16000000
6.8,3,Drama,4469460
22,8,Comedy,69660733
7.3333,20,Adventure,22490039
21,30,Drama,35007180
4.8,30,Adventure,1641825
6.6,1,Adventure,30000000
1,10.5,Drama,266665
1.5,10.5,Drama,5507396
4.2,1,Fantasy,27100027
14.2,20,Mystery,38016380
5,10,Horror,19595031
4.2,3,Horror,8801940
10.25,3,Horror,1382462
18.2,20,Drama,9448082
4.5,10,Documentary,20217080
20.2,1,Action,35431113
7.8,30,Action,31755742
8.2,1,Comedy,40471663
14.4,3,Comedy,15614000
10.6,5,Drama,4300000
4,1,Action,2409225
5.2,5,Adventure,34967437
4.8,3,Comedy,32416586
16.4,1,Comedy,180622424
4.6,5,Adventure,24467000
8.25,20,Drama,8200000
16.2,1,Drama,1317657
5.4,1,Fantasy,19853892
18.2,2,Comedy,25023434
12.6,11.5,Animation,145771527
3.6,1,Comedy,126247
1.6667,20,Horror,30553394
2.6,1,Fantasy,65088797
12.4,20,Adventure,54682547
12.6,1,Drama,37803872
6.6,1,Comedy,51079064
20,10,Drama,63781810
6.8,20,Comedy,18344729
12.2,20,Drama,18254702
6,20,Comedy,138259062
18.2,5,Comedy,63000000
15.25,5,Action,14051384
3,1,Adventure,10000000
11,1,Adventure,8500
8.2,1,Adventure,25333333
3,1,Adventure,60000000
6.8,1,Western,11000000
9.4,1,Comedy,40050884
12.2,5,Fantasy,30749142
10.4,1,Horror,39024251
14,1,Adventure,5200000
5.6,1,Drama,28000000
12.2,3,Comedy,7820688
8,20,Drama,153518974
6,10,Fantasy,18090181
20,8,Fantasy,23278931
1,3,Drama,782102
5.8,20,Horror,21133087
6.6,1,Horror,8143225
3,5,Adventure,4300000
20.2,1,Drama,38955598
17.2,8,Fantasy,91188905
28,1,Adventure,64459316
5,1,Drama,30000000
14.4,1,Comedy,40263020
7.3333,20,Comedy,18016290
26,1,Comedy,609841637
18.6,1,Drama,16123851
1,1,Animation,1461989
17.6,1,Comedy,87055349
7,1,Adventure,97918663
18,1,Comedy,68915888
5.4,20,Fantasy,40577001
12,3,Drama,12000000
2.75,20,Drama,4069653
8.25,1,Adventure,11740000
18,1,Comedy,58405313
20.25,3,Drama,57806952
8.4,8,Horror,5979292
2.4,1,Adventure,15
9.6,1,Drama,17709155
1,3,Drama,1530216
32,20,Action,230685453
12.4,1,Adventure,99423521
18,1,Drama,14894347
16.2,1,Comedy,320689294
12.2,1,Horror,55041738
16,1,Adventure,215663859
19,5,Adventure,71073932
17,8,Horror,46770602
1,3,Comedy,6950125
9,1,Adventure,169327687
8.6,1,Action,11806119
16.2,1,Action,7103973
10.4,20,Western,8000000
15,20,Drama,10589102
12.2,20,Drama,19204929
5.6,1,Fantasy,14665733
6.6,10,Drama,1128345
6.8,1,Drama,12500000
8.8,1,Drama,48143579
13.6667,1,Drama,201055
8.8,30,Action,42776760
20.2,5,Adventure,209073645
24.4,30,Comedy,119940815
24,1,Drama,50000000
20,1,Adventure,31596911
6.8,1,Horror,24922237
4.8,3,Drama,8176544
14.8,1,Animation,63800345
9,1,Drama,91196419
16.2,1,Comedy,147214049
1.6,1,Drama,4600000
20.2,1,Action,102367405
8.6,1,Horror,8556940
24,1,Comedy,68696770
10,30,Fantasy,38934048
1.4,1,Drama,3000000
12.2,8,Drama,19255967
26,1,Comedy,41512007
3.6,1,Comedy,19510371
10.5,1,Comedy,2100000
28,30,Drama,74000000
1.4,1,Drama,4398938
16.2,30,Drama,16974459
7,1,Animation,140161792
8.2,1,Adventure,3713768
10,1,Comedy,41833347
9.6,1,Comedy,89325780
9.2,1,Action,3849941
13.6,1,Adventure,15185241
16.2,5,Horror,24046533
14,1,Adventure,20324096
14.2,1,Fantasy,35081550
12.2,1,Adventure,15240435
5,3,Drama,15306000
16.4,1,Adventure,33461269
18.6,1,Comedy,24332324
5.6,1,Action,11534477
14.8,1,Drama,23574130
10.6,1,Comedy,76578911
20,8,Action,9851610
8,20,Drama,12303411
22,1,Adventure,21009180
8.6,1,Action,3793614
7.8,1,Comedy,52970014
19,30,Drama,52293982
15.8,1,Adventure,15000000
2,1,Adventure,28733290
3,1,Animation,32056467
16.8,5,Action,23562716
22,3,Drama,56714147
14.4,20,Action,7936012
3.6,1,Comedy,11567217
15.25,30,Comedy,57915972
4.8,7.3333,Adventure,50000000
13,1,Western,5050000
9.6,1,Action,25871834
4.2,20,Drama,113221
14.6,5,Drama,83073883
11.6,1,Horror,50671850
14.2,30,Adventure,8479793
2.6,3,Adventure,16000000
8.8,3,Action,28078073
1.2,8,Drama,72266306
6.6,1,Fantasy,4619014
16.2,3,Action,27476252
5.4,1,Drama,21630088
14.6,1,Adventure,44726644
28,10,Adventure,44434439
18,1,Adventure,56505065
11.2,20,Adventure,252712101
8.6,1,Drama,34566746
14.4,20,Horror,36602000
26,20,Drama,45916769
15.8,20,Adventure,15502112
10.4,5,Comedy,39846344
27.6,1,Drama,48814909
4.2,1,Fantasy,45479110
10.4,1,Fantasy,16
1.2,1,Drama,2003822
10.2,3,Action,6739141
13,1,Comedy,101564935
1.8,1,Adventure,572000000
6.6,1,Action,72778712
17.6,3,Drama,77628265
6,1,Thriller,3600000
12.2,1,Drama,106260000
15.25,1,Thriller,100020092
2.8,1,Music,22244207
22,8,Adventure,18552460
4.8,20,Fantasy,123307945
1,1,Drama,120620
4.8,1,Drama,5126264
17,20,Drama,113280098
5.2,3,Comedy,43579163
19,1,Comedy,13854000
26.6,1,Drama,60209334
22,20,Comedy,128107642
23.6,1,Adventure,18720175
11.2,1,Comedy,117270765
9,3,Animation,9789651
9.6,5,Fantasy,10442808
5,1,Drama,2019469
2.4,1,Adventure,84460846
11.8,1,Comedy,9381260
18,30,Drama,13110448
18.2,1,Drama,110879513
10.8,1,Comedy,71624879
4.8,5,Comedy,113086475
27.6,30,Adventure,1025491110
8.8,1,Drama,29888235
6.8,10,Horror,19800000
16.8,3,Fantasy,71485043
22,30,Drama,25052000
24.4,3,Drama,42000000
12.6,8,Drama,44703995
14.8,1,Comedy,41819064
16.2,1,Drama,16051363
9.8,1,Adventure,68282844
11.8,8,Comedy,32973937
20,1,Fantasy,16589540
18.4,20,Drama,163733697
14.2,1,Drama,74901339
16.2,4.8,Adventure,41744718
11.6,1,Fantasy,15843608
8.4,20,Horror,38574362
13.6,3,Drama,58900031
22.2,1,Adventure,297138014
4.2,1,Drama,2294291
10.6,3,Adventure,34793160
8,1,Documentary,653621
2.4,1,Adventure,215880014
5.75,1,Animation,74151346
8.4,3,Action,3077361
6,1,Drama,91549
14,1,Drama,6486797
4.6,1,Comedy,49620
19.6,3,Adventure,48428063
6,1,History,26527510
10.6,1,Drama,23510601
11.6,1,Drama,10443316
1,10,Horror,25000000
7.8,1,Comedy,33833201
6.4,3,Action,41604473
22.2,20,Adventure,197011982
3.6,1,Drama,603943
9.4,3,Adventure,127814609
10.75,1,Comedy,38435947
6.8,1,Adventure,4460000
6.8,1,Adventure,17900000
24.4,1,Adventure,22852638
16.2,1,Drama,2336172
10.6,20,Drama,377910544
9,3,Drama,9323833
1,30,Animation,187479518
26.6,1,Drama,47738099
18.4,1,Adventure,91353501
34,20,Adventure,954305868
24.6,20,Adventure,1342000000
11.2,1,Drama,9234510
