@relation 'final_predict-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT5)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT6)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT7)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT8)-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT9)-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R4,6-8'

@attribute actor_factor numeric
@attribute director_factor numeric
@attribute genre {Drama,Comedy,Action,Adventure,Animation,Horror,Documentary,Western,Thriller,Fantasy,History,Mystery,Romance,'Science Fiction',Family,War,Crime,Music,Foreign,'TV Movie'}
@attribute score_cn numeric

@data
17.6,1,Horror,5.8
19.6,1,Adventure,5
16.2,3,Horror,5.9
14,1,Drama,7.2
1,8,Drama,7.7
24,1,Drama,8.5
5.2,1,Comedy,7.2
28,20,Animation,7.3
28,3.3333,Adventure,8
13.8,20,Adventure,6.5
12,1,Drama,6.2
18.6,1,Drama,5.9
8,8,Action,7.5
17.6,1,Drama,7.5
16.2,1,Drama,6.6
18,20,Drama,6.5
8.6,20,Adventure,6.7
6.4,1,Action,7
12.6,1,Action,6.3
11,1,Action,6.4
10.4,1,Horror,6.3
12.6,1,Drama,6.1
11.2,20,Comedy,7.5
20.2,20,Drama,6.7
14.6,1,Drama,6.3
1,1,Horror,5.8
20,1,Adventure,6.1
16,2,Comedy,7
20,20,Action,6.1
17,30,Drama,6.6
21,8,Drama,7.3
22,1,Adventure,7.7
20.25,1,Comedy,7
5.2,10,Comedy,6.8
18,1,Horror,0
16.6,1,Drama,6.6
14,1,Animation,6.7
28,1,Adventure,7
16.2,3,Animation,7
5,1,Drama,7
24,5,Drama,6.7
13.2,3,Drama,7.8
7.2,3,Adventure,6.2
10.6,3,Drama,8.5
18.2,1,Comedy,6.7
11,1,Action,5.4
9.6,30,Adventure,7.4
20.2,8,Action,6.7
16.4,1,Comedy,6.4
20.2,20,Animation,7.5
23,5,Comedy,6.7
9.2,10,Comedy,0
12.2,1,Comedy,7.9
17.2,1,Action,7.1
21.6,1,Fantasy,6.3
13,20,Fantasy,5.4
14.4,20,Adventure,7.5
20.4,1,Drama,7.7
9.8,20,Adventure,5.3
1,20,Comedy,6.8
14.2,3,Drama,6.6
26.2,1,Drama,7.1
8.4,1,Drama,6.7
12.4,1,Horror,6.1
12.6,1,Adventure,6.7
17.6,20,Comedy,6.2
18,10,Adventure,7.7
18,1,Adventure,5.8
3.4,20,Drama,5.6
14.2,1,Comedy,6.4
12.8,1,Animation,6.7
18.2,8,Fantasy,7.9
2.6,5,Comedy,6.1
17,3,Drama,7.1
10.4,20,Adventure,7.2
1.4,10.5,Animation,7.6
10.6,1,Adventure,7
16,10,Horror,5.5
14.4,20,Fantasy,6
3,1,Horror,6
8.75,30,Drama,6.3
23,5,Horror,5.2
10.8,1,Horror,6.6
8,1,Fantasy,7.8
14.4,1,Fantasy,8.3
6.6,1,Comedy,6.8
18.4,1,Drama,6.8
20,1,Action,6.8
22.2,5,Drama,8.3
14,1,Fantasy,6.8
18,20,Action,6.1
8.6,1,Music,7.3
18.6,8,Comedy,7.2
15.75,1,Drama,6.3
10.6,1,Comedy,6
18.6,1,Comedy,6
5,1,Action,8
26,20,Adventure,7.4
14.6,30,Action,6.6
13.2,1,Drama,6.7
16.4,3,Horror,6
16.2,20,Adventure,6.3
18,1,Adventure,6.9
8.4,3,Drama,7.3
22,5,Adventure,6.5
13.4,1,Horror,5
20.4,8,Drama,6.4
10.8,8,Horror,7.3
18.2,1,Comedy,6.5
12.4,1,Drama,7.4
8,1,Horror,6.3
6.4,1,Horror,6.2
4.6,8,Horror,6.8
7,1,Comedy,5.1
14.4,5,Action,7.3
5.8,1,Adventure,5.5
1,1,Comedy,6
13.4,1,Drama,7.1
7.2,1,Adventure,5.9
7,1,Horror,7.3
8.8,1,Drama,4.9
21.6,8,Fantasy,6.9
5.75,30,Drama,9.1
2,1,Drama,6.9
3.4,1,Adventure,8.2
10.4,1,Adventure,0
8.2,1,Comedy,5.9
7,3,Adventure,8.4
4.6,20,Drama,6.5
7.75,1,Horror,6.6
2.8,20,Horror,6.5
16.4,10,Drama,7.8
6.8,8,Action,5.3
8.8,1,Action,6.8
8.6,1,Adventure,5.5
10.4,1,Fantasy,7.5
30,20,Adventure,7.1
24,3,Drama,8.3
9.4,20,Adventure,6.5
9.4,20,Comedy,8.2
14.6,3,Drama,7.5
3.25,20,Animation,8.2
12.2,1,Drama,6.1
10.2,1,Drama,6.9
10.2,1,Drama,8.3
14.2,1,Fantasy,8.3
16,3,Comedy,6.5
24,8,'Science Fiction',7
18,10,Thriller,8
6.2,20,Comedy,7.4
5.2,3,Comedy,7.3
13.2,1,Drama,7.5
24.2,8,Adventure,6.7
2.8,3,Horror,6.4
2.8,3,Drama,8.3
9.2,1,Horror,6.6
12.2,1,Drama,6.9
10.5,1,Adventure,7.1
10.6,1,Action,6
6.6,1,Documentary,7.4
3.2,1,Drama,7.5
22.2,1,Drama,7.7
16.6,1,Comedy,7.3
20,1,Drama,7.3
16,1,Adventure,7.4
19,1,Action,7
12.4,3,Drama,7.1
20,11.5,Adventure,8.7
21.6,1,Adventure,7.5
20,3,Animation,8.7
32,20,Adventure,6.6
12.2,30,Adventure,4.9
18.6,1,Drama,6.9
6.6,20,Animation,7.3
24.4,1,Adventure,6.7
18,20,Drama,5.7
14.2,20,Comedy,7.6
22,1,Fantasy,6.5
18.4,1,Adventure,5.9
8.2,1,Horror,5.7
18.4,1,Drama,7.4
3.6,1,Fantasy,7
10.25,3,Fantasy,7.5
12.4,5,Horror,5.5
5.5,1,Drama,7.4
10.6,5,Comedy,7.2
18.4,1,Drama,7.4
10.5,19,Action,6
1,1,Horror,6.1
4.8,5.5,Animation,7.9
22,1,Drama,7.5
7.6,3,Drama,8.3
1,1,Comedy,6.1
16,20,Adventure,6.9
8.8,1,Fantasy,4
1.25,1,Fantasy,5.3
12.4,1,Drama,6.9
6.8,20,Drama,8.2
5.2,1,Action,7.9
9,20,Comedy,7
2.8,1,Horror,6.1
4.4,1,Horror,6
3.6,1,Horror,5.7
11.8,1,Drama,6.8
14.2,8,Horror,6.1
14.6,1,Adventure,6.3
11,5,Horror,6.2
10.2,1,Horror,6.8
20.2,1,Drama,8.5
25.6,1,Comedy,6.6
28,1,Comedy,6
22.2,20,Adventure,8.4
30,40,Drama,7
24,1,Drama,6.9
16.6,1,Drama,5.9
12.4,1,Drama,8.2
7,1,Adventure,6.5
16.2,1,Adventure,7.5
11.8,1,Comedy,6.6
8.4,20,Drama,7
10.4,20,Adventure,6.7
8,5,Fantasy,7.4
1.4,8,Horror,7.3
6,20,Drama,7.8
15.25,1,Adventure,6.1
15,8,Drama,7.8
2.4,1,Adventure,8.4
1.8,20,Adventure,7.2
3.2,1,Animation,8.2
16,1,Comedy,5.4
6.2,1,Horror,6.1
4.6,1,Action,7
7.6,8,Horror,6.4
5,1,Horror,6.7
13.25,1,Drama,8
14.2,1,Drama,6.9
5,3,Drama,7.4
12.4,1,Action,5.4
7.2,1,Drama,8.4
5,1,Comedy,0
17.8,1,Action,5.7
10.4,1,Drama,7.9
8.6,3,Fantasy,6.9
4.8,4.5,Adventure,7.6
10.2,10.5,Horror,5.5
18.2,20,Drama,7
17.6,20,Adventure,8.5
10.4,20,Drama,6.8
6.6,1,Drama,8.2
11,1,Drama,7.2
16.2,1,Drama,8.5
7.75,1,Comedy,6.7
14.2,5,Drama,7.6
12.2,1,Comedy,6.3
1.2,20,Drama,7.5
5.2,1,Comedy,6.9
6,1,Comedy,8.2
10.6,1,Drama,7.8
7.6,30,Drama,6.4
13.8,1,Drama,6.5
20.8,3,Drama,6.2
8.8,1,Comedy,7.4
13.4,1,Drama,7.4
12.4,3,Drama,6.4
24,1,Action,6.3
21.6,3,Drama,6.6
7.75,1,Fantasy,8.2
14.2,30,Drama,8.2
5.75,1,Fantasy,8.1
8,1,Comedy,7.8
9.8,1,Fantasy,6.7
12.5,20,Comedy,7.8
10.6,1,Comedy,6
5,1,Adventure,0
18.2,1,Drama,7.7
1,1,Drama,9
20.4,1,Drama,5.5
10.8,1,Comedy,7.4
8.8,1,Comedy,7.2
10,1,Drama,8
18.2,20,Action,6.4
15.8,1,Drama,7.2
20.2,8,Adventure,7.3
11.8,3,Comedy,7
28,20,Action,7.4
1.8,3,Fantasy,0
14.4,1,Adventure,6.7
4.25,1,Horror,6.2
20,3,Comedy,6.6
17,20,Drama,6.7
17.2,1,Drama,6.4
4.2,5,Adventure,5.6
7.2,8,Horror,5.4
12.4,30,Drama,8.2
12.4,3,Adventure,7.4
9,30,Drama,7.7
9.6667,1,Drama,7.3
11,1,Fantasy,7.8
1,3,Thriller,7.1
9.2,1,Thriller,7.4
2.75,20,Comedy,6.3
24.6,8,Comedy,6.6
24,10,Drama,6.6
15.6,17.5,Animation,7.6
28,20,Adventure,7.5
15.6,1,Fantasy,5.8
10.4,1,Adventure,7.7
12.6,1,Drama,7.2
15.6,20,Drama,7.7
8.6,10,Drama,8.1
7.4,1,Adventure,6.1
13.2,1,Adventure,7.6
6.2,1,'Science Fiction',6.1
26,1,Adventure,6.5
11.4,1,Animation,7.6
6.6,1,Fantasy,6.3
9,1,Action,6.4
1,3,Documentary,7.9
13,1,Adventure,5.4
13.2,20,Drama,6.7
8.6,8,Adventure,0
30,1.6667,Animation,7.1
1.4,1,Comedy,8
15,1,Drama,8.3
16.25,3,Drama,8.2
24.2,3,Thriller,7.1
21.6,1,Drama,7.6
10.6,1,Animation,7.3
12.2,1,Drama,6.1
6.6,1,Horror,7.5
12.2,1,Horror,5.9
8,1,Horror,6.8
12.4,3,Adventure,7.1
11,3,Comedy,7
22.2,10,Drama,6.6
16,5,Action,7.5
14.6,1,Comedy,4.1
17.8,1,Drama,7.5
4.8,30,Fantasy,6.6
9.8,1,Adventure,8.1
11,20,Drama,7
7,3,Drama,7.9
13.5,3,Action,7.7
6.5,3,Action,7.7
9,20,Action,6.8
14.8,1,Drama,6.2
14.6,5,Comedy,6.8
15.8,1,Drama,7.2
12.6,1,Drama,7.5
15.8,8,Drama,6.4
4.8,1,Drama,7.7
11,30,Comedy,7.2
15.2,1,Drama,8.6
1.8,8,Adventure,6
5,1,Comedy,6.4
12.2,3,Drama,8.1
13.8,15.5,Action,7.2
8.6,1,Action,6.6
7.8,30,Action,6.8
6.8,1,Drama,6.3
16,1,Drama,8.3
8.6,20,Action,7.9
7.2,1,Fantasy,6
14.4,10,Action,6.2
13.2,1,Comedy,6.6
4.2,1,Horror,6.6
8.8,1,Horror,5
9.4,5,Adventure,7.5
9.8,1,Drama,7.5
20,10,Drama,8.1
4.8,1,Adventure,7.5
12.6,30,Drama,6.8
1,1,Horror,5.4
14.2,3,Drama,8.1
12.2,1,Comedy,6.2
2.8,1,Action,6.6
7,20,Drama,8.2
7.6,20,Animation,9.3
9.8,1,Drama,8
18.2,20,Drama,7.4
14.6,1,Drama,7
9.2,3,Adventure,6.1
8.8,10,Drama,7.3
1.4,1,Adventure,8.2
10,1,Action,7.4
2.8,3,Drama,5.8
14.2,1,Drama,7.7
9.6,1,Comedy,6.7
6.8,3,Drama,6.6
20,1,Drama,7.6
12.8,20,Animation,6.3
15,1,Action,6.4
20.2,20,Fantasy,6.8
14.6,20,Action,6.7
1.2,8,Horror,7.2
11,1,Adventure,6.5
10.6,30,Adventure,6.3
6.8,1,Drama,0
8.4,1,Adventure,6.5
20,1,Drama,7.6
18.2,20,History,7.1
11.4,1,Drama,7.8
14.2,1,Drama,6.4
8.6,30,Drama,7.8
8.2,1,Adventure,7.8
11.4,1,Fantasy,6.1
8.8,1,Comedy,7.3
2.8,1,Comedy,6.8
10.2,1,Comedy,6.4
10.8,1,Adventure,6.7
17.6,20,Adventure,6.4
4,2,Drama,6.4
4.8,1,Drama,5.7
5.2,1,Action,7.7
7,20,Drama,8.4
12.6,3,Drama,9
9,20,Horror,7.8
5.2,20,Horror,7.1
8.8,20,Comedy,7.8
22,3,Drama,6.9
5,1,Action,6.5
13.25,1,Adventure,7
6.8,40,Drama,7.2
14.2,1,Fantasy,6.5
7,1,Fantasy,5.6
3.4,30,Horror,6.2
14.2,30,Fantasy,7.9
14.4,30,Drama,8.1
10.4,20,Fantasy,8.6
22,10,Drama,7.6
18.2,1,Drama,7.9
12.4,1,Adventure,6.1
22,1,Drama,6.3
2.8,1,Drama,7.1
4.2,1,Adventure,7.4
16.4,1,Drama,6.8
12.4,1,Adventure,6.3
10,1,Comedy,7.2
16,1,Drama,7.1
11.75,1,Adventure,8.1
22.2,5,Drama,7.4
10.4,1,Action,5.8
14.2,10,Comedy,6.4
10.6,1,Action,6.6
1,3,Action,7.3
1.6,1,Fantasy,7.9
1.8,20,Drama,7.6
8.6,1,Drama,6.8
5.6,1,Animation,8.1
8.6,1,Comedy,8.3
5,3,Horror,6.7
10.4,1,Horror,6.5
1.8,1,Adventure,7.1
20.6,5,Thriller,6.9
13.4,20,Adventure,7.6
9.2,1,Action,6.2
1,1,Horror,7
16,1,Drama,7.1
10.4,3,Drama,7.7
2,3,Drama,8.2
14.4,1,Thriller,8.4
14.4,1,Documentary,9.4
7,1,Adventure,8.2
14.6,1,Drama,8.8
10.8,5,Drama,6.6
10.4,1,Adventure,7.3
12.25,1,Animation,6.3
4.6,1,Horror,6
8.8,1,Horror,6.8
2,1,Adventure,6.8
15,1,Animation,7.5
10,3,Horror,5.9
1,5.5,Adventure,0
15.8,1,Comedy,6.7
10.2,1,Adventure,7
10.8,1,Drama,7
12,1,Adventure,7
12.6,3,Comedy,7.8
9.8,1,Action,7.5
12,1,Adventure,6.9
13.2,1,Comedy,7.2
18.6,1,Drama,8.3
5.8,3,Adventure,6.8
16,1,Drama,7
6.8,10,Drama,7.8
24,1,Drama,7.3
11.2,1,Drama,7.1
7,1,Horror,6
12,1,Comedy,6.2
6.8,1,Drama,6.5
10.8,8,Drama,7.1
18,1,Adventure,6
8.8,20,Horror,6.5
8.6,20,Comedy,9
4.8,3,Comedy,7.6
5.6,3,Horror,7.6
10.4,1,Drama,7.6
17.6,5,Drama,8.5
8.8,1,Drama,7.9
1,3,Drama,7.8
11.6,20,Action,6.5
13,1,Adventure,8.1
16,30,Drama,7.8
13,1,Drama,5.7
1.8,5,Horror,3.8
16,5,Drama,6.1
6.4,20,Comedy,7
12.2,8,Drama,6.3
11.2,1,Comedy,5.9
14,1,Comedy,7.3
6.4,1,Drama,7.3
1.4,20,Comedy,7.3
11.8,10,Action,6.4
18.6,5,Drama,7
8,1,Adventure,7.3
16.4,20,Drama,7.9
10.6,5,Thriller,7.4
15.25,1,Action,6.4
20,1,Drama,8.3
13.8,1,Drama,7.3
12.8,1,Drama,7.9
26.4,1,Horror,7.3
12.2,1,Drama,6.6
4.2,1,Drama,8
14.4,1,Adventure,7.9
7,1,Drama,5.9
16,8,Drama,7.4
3,1,Drama,7.5
15,20,Drama,6.9
12.5,1,Comedy,6
3,1,Horror,6.2
16.2,1,Action,7.3
3.2,1,Adventure,7.2
23.6,3,Action,6.4
9.2,3,Drama,0
12.2,5,Adventure,6.9
3.4,3,Adventure,6.9
4.6,1,Drama,8.3
3.2,1,Drama,8.5
3,1.6667,Adventure,8.1
10.2,3,Drama,6.3
26,8,Drama,7.7
14.6,8,Drama,7.8
14.8,1,Comedy,7.5
5.4,1,Adventure,8.1
8.6,1,Drama,8.1
13.25,1,Comedy,7.4
8.8,1,Drama,6.6
1.25,1,Horror,6
1.2,1,Adventure,8.7
18,3,Adventure,7.1
4.8,1,Drama,8.1
10.4,1,Horror,7.8
20.2,1,Drama,7.5
3.25,20,Adventure,7.7
10.2,1,Adventure,8.1
2.4,3,Drama,9.1
2.4,5,Horror,5.4
4.8,10,Comedy,7.2
6.6,1,Action,0
5.6,1,Fantasy,8.1
15.4,30,Adventure,7.1
7.4,1,Adventure,6.2
6.2,1,Adventure,6.3
2.8,1,Drama,7.2
7.6,1,Comedy,6.8
5.6,3,Drama,6.4
20,3,Horror,6.5
18,20,Adventure,6.7
12,1,Drama,7.7
28,1,Thriller,6.6
16.6,20,Adventure,7.8
22,1,Adventure,6.5
4.2,1,Horror,6.2
13,1,Adventure,7.3
16.4,1,Fantasy,7.4
2.8,1,Horror,6.2
6.6,1,Drama,6.2
11.2,3,Comedy,5.5
15.2,1,Drama,7.3
7.2,1,Drama,8.3
3,20,Drama,6.5
14,10,Drama,7.5
5.75,20,Comedy,7.7
14.4,20,Drama,6.8
4.2,1,Horror,6.4
17,1,Drama,8.1
1,1,Documentary,8.6
1.4,1,Adventure,7.6
24.2,5,Drama,8.1
26,5,Drama,7.4
14,20,Drama,6.9
22,30,Drama,8.6
4.8,1,Drama,7.2
14.4,1,Drama,7.8
22,1,Drama,8
13.8,5,Horror,6.7
8.8,20,Drama,8
14.6,5,Drama,5.6
12.4,1,Horror,6.1
3.25,1,Horror,6.3
12.4,30,Fantasy,7.3
5.8,1,Drama,6.5
8,1,Comedy,7.7
4.2,1,Horror,6.1
22.2,1,Adventure,6.3
1.75,1,Animation,8
4.4,1,Horror,6
10.2,1,Adventure,7.2
12.8,3,Comedy,6.7
16,1,Adventure,6.2
22.2,20,Action,7
13.2,1,Adventure,6.2
15.2,1,Horror,6.5
8,1,Horror,5.8
4.8,20,Comedy,7
10.2,10,Action,6.5
12.6,1,Drama,7.8
18,8,Drama,7.6
8.6,1,Fantasy,7.1
12.2,1,Adventure,5.8
16.6,20,Drama,6.8
10.6,1,Adventure,5.8
10.8,20,Action,7
26.2,1,Adventure,7.8
8.4,1,Adventure,7
16,1,Comedy,6.3
5.6,2,Documentary,8.5
5,1,Drama,7.6
8.5,1,Fantasy,6.1
8.6,2,Drama,7
24,30,Thriller,7.6
6.8,1,Horror,5.8
14.2,20,Comedy,7.6
4.8,1,Drama,6.6
18,1,Adventure,6.7
16.2,3,Comedy,6.7
6.8,1,Comedy,6.2
17.2,5,Horror,6.8
7.4,1,Comedy,8.4
22.4,1,Thriller,6.2
20.2,1,Adventure,6.1
20.2,10,Horror,6.7
6.2,10,Thriller,7.4
10.8,5,Drama,7.1
8.5,1,Horror,5.8
6.8,3,Drama,8.7
22,8,Comedy,6.5
7.3333,20,Adventure,7.2
21,30,Drama,6.2
4.8,30,Adventure,6.4
6.6,1,Adventure,6.1
1,10.5,Drama,8.1
1.5,10.5,Drama,7.9
4.2,1,Fantasy,7.8
14.2,20,Mystery,7.5
5,10,Horror,6.3
4.2,3,Horror,7.1
10.25,3,Horror,0
18.2,20,Drama,7.4
4.5,10,Documentary,9.1
20.2,1,Action,6.2
7.8,30,Action,6.6
8.2,1,Comedy,7.3
14.4,3,Comedy,6.4
10.6,5,Drama,7.4
4,1,Action,5.2
5.2,5,Adventure,6.6
4.8,3,Comedy,8.3
16.4,1,Comedy,7
4.6,5,Adventure,0
8.25,20,Drama,7.1
16.2,1,Drama,7
5.4,1,Fantasy,7.3
18.2,2,Comedy,7
12.6,11.5,Animation,7.9
3.6,1,Comedy,6.5
1.6667,20,Horror,4.5
2.6,1,Fantasy,7.9
12.4,20,Adventure,6.9
12.6,1,Drama,7.7
6.6,1,Comedy,7.5
20,10,Drama,6.9
6.8,20,Comedy,7.5
12.2,20,Drama,8
6,20,Comedy,6.8
18.2,5,Comedy,7.4
15.25,5,Action,7.8
3,1,Adventure,7.7
11,1,Adventure,6
8.2,1,Adventure,6.8
3,1,Adventure,7.5
6.8,1,Western,8
9.4,1,Comedy,6.8
12.2,5,Fantasy,5.4
10.4,1,Horror,6.5
14,1,Adventure,8.3
5.6,1,Drama,7.2
12.2,3,Comedy,7.5
8,20,Drama,6
6,10,Fantasy,6.5
20,8,Fantasy,7.4
1,3,Drama,7.3
5.8,20,Horror,6.4
6.6,1,Horror,5.6
3,5,Adventure,0
20.2,1,Drama,8.7
17.2,8,Fantasy,6.3
28,1,Adventure,7.1
5,1,Drama,7.5
14.4,1,Comedy,7.6
7.3333,20,Comedy,8
26,1,Comedy,7.5
18.6,1,Drama,6.8
1,1,Animation,7.5
17.6,1,Comedy,6.4
7,1,Adventure,6.4
18,1,Comedy,6.4
5.4,20,Fantasy,6.8
12,3,Drama,7.7
2.75,20,Drama,8.7
8.25,1,Adventure,7.5
18,1,Comedy,6.7
20.25,3,Drama,7.7
8.4,8,Horror,6.8
2.4,1,Adventure,8.3
9.6,1,Drama,8.5
1,3,Drama,5.9
32,20,Action,6.8
12.4,1,Adventure,5.1
18,1,Drama,7.6
16.2,1,Comedy,7.3
12.2,1,Horror,6.1
16,1,Adventure,7.7
19,5,Adventure,6.6
17,8,Horror,5.8
1,3,Comedy,0
9,1,Adventure,7.9
8.6,1,Action,6.5
16.2,1,Action,5.8
10.4,20,Western,8.1
15,20,Drama,6.9
12.2,20,Drama,5.7
5.6,1,Fantasy,7.3
6.6,10,Drama,7.2
6.8,1,Drama,7.6
8.8,1,Drama,5.9
13.6667,1,Drama,8.1
8.8,30,Action,7.3
20.2,5,Adventure,7.5
24.4,30,Comedy,6.4
24,1,Drama,8.4
20,1,Adventure,6.4
6.8,1,Horror,6.6
4.8,3,Drama,8
14.8,1,Animation,6.2
9,1,Drama,6.2
16.2,1,Comedy,7.8
1.6,1,Drama,7.4
20.2,1,Action,6.8
8.6,1,Horror,6.1
24,1,Comedy,5.8
10,30,Fantasy,6.3
1.4,1,Drama,7.4
12.2,8,Drama,8.8
26,1,Comedy,6.8
3.6,1,Comedy,7.1
10.5,1,Comedy,0
28,30,Drama,8.2
1.4,1,Drama,8.1
16.2,30,Drama,7.2
7,1,Animation,8.5
8.2,1,Adventure,8.2
10,1,Comedy,6.9
9.6,1,Comedy,7.3
9.2,1,Action,6.4
13.6,1,Adventure,5.2
16.2,5,Horror,6.8
14,1,Adventure,5.9
14.2,1,Fantasy,6.9
12.2,1,Adventure,6.5
5,3,Drama,7.3
16.4,1,Adventure,6.5
18.6,1,Comedy,7.3
5.6,1,Action,5.9
14.8,1,Drama,7.8
10.6,1,Comedy,6.9
20,8,Action,5.8
8,20,Drama,7.3
22,1,Adventure,6.5
8.6,1,Action,5.5
7.8,1,Comedy,6.7
19,30,Drama,7.3
15.8,1,Adventure,7.9
2,1,Adventure,6.5
3,1,Animation,7.9
16.8,5,Action,7.4
22,3,Drama,6.3
14.4,20,Action,7.6
3.6,1,Comedy,6.7
15.25,30,Comedy,6.9
4.8,7.3333,Adventure,7.8
13,1,Western,6.9
9.6,1,Action,6.3
4.2,20,Drama,7.6
14.6,5,Drama,6.8
11.6,1,Horror,6.7
14.2,30,Adventure,6.5
2.6,3,Adventure,6.1
8.8,3,Action,5.7
1.2,8,Drama,8.4
6.6,1,Fantasy,6.6
16.2,3,Action,6.8
5.4,1,Drama,8.1
14.6,1,Adventure,6.8
28,10,Adventure,6.7
18,1,Adventure,7.4
11.2,20,Adventure,7.8
8.6,1,Drama,7.9
14.4,20,Horror,6.7
26,20,Drama,8.1
15.8,20,Adventure,6.3
10.4,5,Comedy,6.5
27.6,1,Drama,8.2
4.2,1,Fantasy,6.1
10.4,1,Fantasy,6.7
1.2,1,Drama,0
10.2,3,Action,6.6
13,1,Comedy,6.4
1.8,1,Adventure,8.4
6.6,1,Action,8
17.6,3,Drama,7.5
6,1,Thriller,7.3
12.2,1,Drama,8.5
15.25,1,Thriller,6.6
2.8,1,Music,8.7
22,8,Adventure,6.5
4.8,20,Fantasy,5.9
1,1,Drama,8.3
4.8,1,Drama,7.7
17,20,Drama,7
5.2,3,Comedy,7.1
19,1,Comedy,6.4
26.6,1,Drama,5.9
22,20,Comedy,6
23.6,1,Adventure,6.7
11.2,1,Comedy,7.5
9,3,Animation,9
9.6,5,Fantasy,3.5
5,1,Drama,7.1
2.4,1,Adventure,8.6
11.8,1,Comedy,7.2
18,30,Drama,6.8
18.2,1,Drama,7.3
10.8,1,Comedy,7.3
4.8,5,Comedy,7.1
27.6,30,Adventure,7
8.8,1,Drama,7.6
6.8,10,Horror,4.8
16.8,3,Fantasy,7.9
22,30,Drama,7
24.4,3,Drama,7.6
12.6,8,Drama,8.3
14.8,1,Comedy,5
16.2,1,Drama,7.2
9.8,1,Adventure,7.6
11.8,8,Comedy,6.7
20,1,Fantasy,7.9
18.4,20,Drama,6.1
14.2,1,Drama,6.8
16.2,4.8,Adventure,6.3
11.6,1,Fantasy,5.6
8.4,20,Horror,5.8
13.6,3,Drama,7.8
22.2,1,Adventure,7.8
4.2,1,Drama,7.8
10.6,3,Adventure,8.6
8,1,Documentary,6.3
2.4,1,Adventure,7.9
5.75,1,Animation,7.6
8.4,3,Action,0
6,1,Drama,6.7
14,1,Drama,6.2
4.6,1,Comedy,7
19.6,3,Adventure,7.4
6,1,History,6.8
10.6,1,Drama,6.2
11.6,1,Drama,6.3
1,10,Horror,6.7
7.8,1,Comedy,7.3
6.4,3,Action,6.8
22.2,20,Adventure,5.8
3.6,1,Drama,7.6
9.4,3,Adventure,6.3
10.75,1,Comedy,6.5
6.8,1,Adventure,7.9
6.8,1,Adventure,8.2
24.4,1,Adventure,6.8
16.2,1,Drama,6.6
10.6,20,Drama,8.5
9,3,Drama,7.6
1,30,Animation,8.2
26.6,1,Drama,6.9
18.4,1,Adventure,6.7
34,20,Adventure,7.8
24.6,20,Adventure,8.6
11.2,1,Drama,7.9
4.8,1,Comedy,0
5.75,1,Drama,8.7
13.4,30,Drama,8.1
27.5,1,Drama,7.6
11.8,1,Drama,6.8
16.6,1,Drama,7.3
8.2,10,Horror,6.8
16,8,Horror,5.7
4.8,20,Comedy,7.7
18,20,Drama,7.9
10.6,1,Comedy,0
1,1,Drama,8.5
24,5,Fantasy,6
20,1,Drama,7.7
28,3,Comedy,6.1
30,6.2,Drama,7.6
10.5,25,Drama,7.4
2.8,1,Drama,6.6
9,1,Adventure,6.4
8.6,1,Horror,5.9
1,5.5,Adventure,8
1,4.5,Adventure,7.6
12.8,2,Adventure,7.8
6.4,1,Comedy,8.4
20,5,Drama,6.3
19.6,3,Drama,6.5
17.6,1,Comedy,5.9
8.6,1,Drama,7.5
14,1,Drama,5.7
18.6,1,Comedy,5.5
14.6,1,Drama,6.6
12,1,Comedy,6.6
10.4,1,Drama,7.4
14.4,1,Comedy,6.4
3.4,20,Horror,5.9
9.2,1,Action,6.5
24,30,Drama,7
6.8,20,Comedy,0
4.6,1,Drama,6.2
10.4,1,Adventure,6.9
14.2,1,Adventure,5.4
4,3,Action,0
6.8,1,Adventure,7.4
7.2,1,Drama,6.8
6.6,20,Adventure,0
7,8,Action,8.1
8.6,20,Action,5.3
16.2,1,Drama,6.9
8.6,20,Comedy,7.6
14.2,1,Music,7.7
6.75,1,Adventure,6.1
21,5,Thriller,5.2
16.2,1,Comedy,6.1
8,1,Comedy,7
10,20,Comedy,6.3
6.8,1,Drama,7.4
1.25,3,Comedy,6
20,1,Animation,6.4
24,8,Drama,7.5
10.8,1,Adventure,7.8
11.2,1,Drama,6.8
4.25,1,Documentary,8.2
10.4,1,Drama,7.2
8.6,5,Drama,6.8
7.6,1,Adventure,6.6
8,1,Drama,0
18.8,1,Drama,6.4
4.8,8,Horror,5.8
26,5,Action,7.1
19,1,Action,5.5
12.8,20,Adventure,7.3
10.8,1,Action,6.5
1,4.6667,Horror,5.8
5,20,Adventure,0
16.6,1,Drama,6.7
8.8,1,Drama,6.8
12.75,3,Drama,7.4
16.2,1,Drama,5.6
20.2,1,Drama,7.6
12.4,1,Drama,6.8
3,1,Drama,0
6.6,8,Drama,0
6.4,1,Drama,6.3
1.2,3,Comedy,8.1
25,1,Drama,7
3,1,Action,0
11,1,Action,5.6
2,8,Adventure,7.7
8,3,Comedy,6.8
20,8,Comedy,6.9
18,5,Comedy,5.6
